centreline_id,avg_daily_vol,avg_weekday_daily_vol,avg_weekend_daily_vol,avg_wkdy_am_peak_vol,avg_wkdy_pm_peak_vol,avg_speed,avg_85th_percentile_speed,avg_95th_percentile_speed,avg_heavy_pct
117,92.0,92.0,,6.0,17.0,29.2,41.6,49.2,
127,3097.0,3097.0,,281.0,333.0,33.4,42.4,46.6,
131,2879.0,2879.0,,258.0,304.0,38.0,47.5,52.2,
140,12015.3,12015.3,,914.0,809.0,,,,
142,2784.0,2784.0,,186.0,315.0,39.5,47.2,51.4,
150,1272.0,1272.0,,113.0,161.0,40.2,47.7,51.7,
161,2072.0,2072.0,,158.0,206.0,35.5,46.5,49.9,
163,2937.0,2937.0,,287.0,333.0,41.5,49.1,54.0,
169,4458.0,4458.0,,389.0,415.0,33.5,39.1,43.1,
170,104.0,104.0,,8.0,15.0,29.4,41.1,44.9,
175,3484.0,3484.0,,296.0,376.0,35.2,42.9,47.2,
180,4005.0,4005.0,,325.0,380.0,33.3,39.4,43.5,
187,18273.0,18273.0,,1186.0,1298.0,55.7,64.4,69.9,
190,5193.0,5193.0,,497.0,537.0,,,,
193,3775.0,3775.0,,323.0,353.0,33.6,38.9,42.7,
201,476.7,476.7,,41.0,40.0,34.8,44.9,52.2,
202,349.3,349.3,,22.0,27.0,32.4,38.6,43.5,
203,5065.7,5065.7,,432.0,475.0,29.6,36.1,39.5,
206,1687.0,1687.0,,148.0,152.0,30.1,37.0,39.6,
211,12344.0,12344.0,,670.0,1054.0,,,,
214,2851.7,2851.7,,169.0,233.0,,,,
217,3652.3,3652.3,,262.0,311.0,28.8,34.3,38.2,
222,1825.3,1825.3,,162.0,169.0,31.7,38.4,41.7,
228,7635.6,7861.3,6733.0,504.0,678.0,28.4,34.2,38.5,
229,429.0,429.0,,44.0,41.0,36.7,44.3,49.1,
230,12074.3,12074.3,,955.0,812.0,,,,
234,1760.7,1760.7,,161.0,153.0,32.1,38.6,42.4,
237,888.0,888.0,,89.0,76.0,34.2,42.7,47.5,
241,3950.0,3950.0,,315.0,385.0,29.0,34.3,38.3,
242,19603.3,19603.3,,1663.0,1669.0,,,,
246,2678.5,2678.5,,231.0,218.0,,,,
250,1494.0,1494.0,,112.0,169.0,34.6,39.9,44.5,
253,2406.0,2406.0,,203.0,235.0,32.6,38.4,41.9,
256,14055.7,14055.7,,765.0,1122.0,44.1,52.2,57.5,
267,16984.0,16984.0,,1249.0,1367.0,,,,
270,16422.0,16422.0,,1538.0,1240.0,,,,
273,2588.3,2588.3,,373.0,152.0,,,,
274,1139.0,1139.0,,162.0,127.0,33.7,43.9,48.9,
278,793.7,793.7,,55.0,73.0,34.3,39.8,44.2,
280,345.5,345.5,,45.0,39.0,33.6,43.9,49.6,
284,39846.7,39846.7,,2721.0,2930.0,,,,
285,1515.3,1515.3,,280.0,179.0,38.9,47.2,53.5,
287,12630.0,12630.0,,986.0,828.0,57.3,65.0,73.2,
293,2930.7,2930.7,,211.0,267.0,32.4,38.9,43.0,
297,1378.0,1378.0,,173.0,159.0,39.7,47.7,52.7,
298,2422.7,2422.7,,173.0,199.0,28.0,37.7,42.2,
304,20303.0,20303.0,,1329.0,1494.0,,,,
305,2786.3,2786.3,,244.0,221.0,31.1,38.4,42.4,
316,254.0,254.0,,9.0,43.0,,,,
318,305.0,305.0,,27.0,32.0,30.2,38.1,42.4,
323,1522.0,1522.0,,255.0,163.0,38.4,46.5,49.8,
324,1499.0,1499.0,,253.0,180.0,38.9,47.1,53.0,
326,4511.7,4511.7,,310.0,406.0,34.3,39.9,44.3,
329,2265.3,2265.3,,113.0,248.0,,,,
330,6588.3,6588.3,,488.0,481.0,,,,
337,22574.0,22574.0,,1596.0,1738.0,,,,
344,987.0,987.0,,132.0,98.0,37.5,46.7,51.5,
347,2328.0,2328.0,,265.0,229.0,24.5,31.9,34.7,
349,219.0,219.0,,15.0,20.0,35.9,46.7,51.0,
350,875.0,875.0,,44.0,86.0,33.0,49.0,54.4,
372,774.0,774.0,,112.0,93.0,39.0,47.7,52.5,
377,1488.3,1488.3,,95.0,191.0,44.1,52.5,57.9,
378,155.7,155.7,,9.0,17.0,30.7,43.6,48.9,
379,500.3,500.3,,72.0,66.0,33.2,39.6,44.2,
384,1030.0,1030.0,,81.0,109.0,,,,0.035
391,2136.0,2136.0,,241.0,241.0,33.6,39.2,43.2,
406,2365.0,2365.0,,160.0,236.0,32.4,38.5,43.1,
410,3636.0,3636.0,,399.0,392.0,38.6,45.0,49.5,
414,11782.1,12000.6,11236.0,686.0,1031.0,,,,
415,11427.6,11956.4,10766.5,740.0,1005.0,,,,
417,1254.0,1254.0,,120.0,110.0,,,,0.034
426,5087.7,5087.7,,327.0,458.0,,,,
427,2426.0,2426.0,,216.0,280.0,36.0,43.6,48.5,
429,1212.0,1212.0,,104.0,100.0,39.1,47.7,52.8,
432,6813.0,6813.0,,512.0,656.0,,,,
444,15776.9,15546.6,16352.5,1118.0,1075.0,,,,
478,1219.3,1219.3,,62.0,158.0,35.2,42.9,48.0,
487,11568.0,11568.0,,1160.0,760.0,,,,
493,14497.0,14497.0,,1230.0,1262.0,,,,
494,3294.3,3294.3,,349.0,314.0,34.9,43.8,48.9,
500,17378.0,17378.0,,1100.0,1272.0,,,,
508,765.3,765.3,,50.0,103.0,38.5,47.7,52.7,
516,480.7,480.7,,48.0,62.0,27.4,38.9,43.3,
524,304.0,304.0,,23.0,41.0,29.6,42.2,47.6,
529,918.7,918.7,,87.0,90.0,31.7,38.6,42.0,
532,580.0,580.0,,58.0,63.0,,,,0.045
534,9425.7,9425.7,,557.0,819.0,,,,
536,11126.7,11126.7,,642.0,1057.0,,,,
538,1347.0,1347.0,,129.0,131.0,38.9,46.1,49.4,
540,12915.0,12915.0,,901.0,1057.0,,,,
548,24554.0,24554.0,,1951.0,1624.0,49.5,57.9,63.0,
551,392.3,392.3,,36.0,36.0,,,,
566,1151.0,1151.0,,57.0,91.0,38.1,49.7,54.7,
570,1503.7,1503.7,,170.0,165.0,31.0,37.8,40.0,
571,935.3,935.3,,87.0,88.0,35.0,42.5,47.1,
592,250.3,250.3,,17.0,25.0,,,,
605,1139.0,1139.0,,132.0,122.0,31.5,39.4,44.2,
609,1779.3,1779.3,,201.0,179.0,30.1,37.0,39.7,
610,601.7,601.7,,83.0,69.0,29.6,36.9,39.8,
613,1738.0,1738.0,,148.0,167.0,39.6,47.1,49.7,
637,1458.0,1458.0,,162.0,189.0,37.8,44.7,49.3,
649,22175.7,22175.7,,1305.0,1659.0,,,,
654,19364.6,18737.4,20932.5,1229.0,1650.0,,,,
656,3006.0,3006.0,,197.0,227.0,39.8,46.9,51.3,
672,799.0,799.0,,65.0,83.0,33.6,41.5,44.8,
673,1334.7,1334.7,,214.0,139.0,35.3,43.5,48.3,
677,1400.7,1400.7,,170.0,158.0,33.6,41.5,44.7,
680,4572.0,4572.0,,438.0,353.0,,,,
681,3221.7,3221.7,,326.0,253.0,,,,
686,6893.3,6893.3,,443.0,597.0,34.0,41.9,47.4,
695,7112.7,7112.7,,624.0,725.0,32.7,39.3,43.7,
701,225.0,225.0,,12.0,20.0,,,,
712,1980.0,1980.0,,148.0,179.0,38.1,44.8,49.0,
715,6917.7,6917.7,,603.0,657.0,32.8,39.4,43.7,
725,899.3,899.3,,78.0,87.0,38.3,46.1,49.6,
726,993.7,993.7,,75.0,87.0,33.5,40.0,44.5,
736,1821.7,1821.7,,175.0,238.0,40.5,51.2,61.7,
763,1053.5,1053.5,,79.0,97.0,32.5,43.6,48.3,
766,3074.3,3074.3,,220.0,331.0,,,,
774,9642.7,9642.7,,687.0,931.0,,,,
791,5825.0,5825.0,,438.0,488.0,35.7,43.1,47.6,
792,746.0,746.0,,61.0,85.0,34.5,41.3,44.7,
798,254.0,254.0,,21.0,24.0,34.7,47.1,52.7,
807,5921.0,5921.0,,564.0,590.0,40.5,47.6,49.9,
820,28961.0,28961.0,,2265.0,2328.0,,,,
832,904.0,904.0,,70.0,122.0,34.1,41.7,44.9,
836,659.3,659.3,,60.0,62.0,36.9,45.0,49.7,
841,19440.0,19440.0,,1434.0,1659.0,,,,
847,22020.0,22020.0,,1419.0,1786.0,59.5,67.0,71.8,
851,1669.0,1669.0,,169.0,204.0,40.2,48.5,53.2,
872,802.0,802.0,,75.0,93.0,34.9,43.0,47.3,
873,1390.3,1390.3,,136.0,147.0,31.6,38.6,42.3,
883,6090.7,6090.7,,525.0,546.0,35.6,42.3,46.0,
884,12864.3,12864.3,,1327.0,895.0,,,,
899,1405.0,1405.0,,153.0,140.0,29.0,35.0,39.4,
939,16596.7,16596.7,,826.0,1360.0,,,,
941,18833.3,18833.3,,1350.0,1485.0,38.0,48.4,53.2,
949,413.0,413.0,,31.0,35.0,30.7,41.6,49.4,
970,11041.3,11041.3,,746.0,812.0,38.4,44.0,48.4,
996,898.4,1116.0,354.5,148.0,148.0,32.8,41.1,46.5,
1003,3617.0,3617.0,,236.0,271.0,,,,
1006,354.3,354.3,,33.0,39.0,29.4,37.4,39.8,
1012,17026.7,17026.7,,793.0,1434.0,,,,
1013,4667.0,4667.0,,381.0,489.0,35.0,41.6,44.7,
1025,340.0,340.0,,16.0,39.0,27.4,36.6,41.5,
1034,15311.3,15311.3,,1041.0,1126.0,50.0,59.6,66.5,
1047,39286.7,39286.7,,2498.0,2545.0,,,,
1049,9319.0,9319.0,,735.0,670.0,38.2,48.1,52.6,
1050,749.0,749.0,,73.0,105.0,37.8,46.9,51.6,
1062,19537.0,19537.0,,1520.0,1118.0,,,,
1065,306.3,306.3,,26.0,56.0,35.9,44.0,49.3,
1069,2944.3,2944.3,,343.0,211.0,,,,
1076,17879.7,17879.7,,786.0,1622.0,,,,
1083,507.0,507.0,,62.0,57.0,29.2,37.0,39.6,
1090,759.0,759.0,,47.0,160.0,30.5,38.2,42.8,
1092,5333.7,5333.7,,387.0,618.0,,,,
1097,867.3,867.3,,52.0,130.0,36.3,44.4,49.5,
1104,613.0,613.0,,31.0,76.0,20.0,28.2,31.6,
1106,758.3,758.3,,41.0,69.0,,,,
1111,1057.0,1057.0,,87.0,91.0,38.1,46.8,51.4,
1115,37530.3,37530.3,,2054.0,2441.0,46.8,57.3,62.2,
1123,11327.0,11327.0,,844.0,888.0,,,,
1136,704.0,704.0,,55.0,85.0,39.2,49.3,55.0,
1151,12982.3,12982.3,,987.0,1433.0,,,,
1152,18847.3,19509.8,17191.0,1817.0,1218.0,,,,
1155,1520.3,1520.3,,119.0,185.0,,,,
1162,402.7,402.7,,33.0,56.0,32.2,41.4,47.0,
1164,18171.1,18968.4,16178.0,1570.0,1083.0,,,,
1178,3514.3,3514.3,,418.0,261.0,,,,
1181,307.3,307.3,,15.0,30.0,25.1,31.7,34.2,
1185,15080.3,15080.3,,961.0,1052.0,50.3,59.7,66.8,
1229,15667.0,15667.0,,1050.0,1356.0,44.6,53.1,58.0,
1233,826.0,826.0,,83.0,80.0,29.1,36.0,39.0,
1245,581.5,581.5,,51.0,56.0,38.2,47.9,52.6,
1256,15013.7,15013.7,,1638.0,1146.0,,,,
1258,8688.0,8688.0,,801.0,751.0,39.7,47.6,51.4,
1261,605.0,605.0,,38.0,61.0,34.7,43.8,48.4,
1273,8123.7,8123.7,,727.0,618.0,,,,
1277,538.0,538.0,,34.0,97.0,39.4,48.7,53.3,
1283,719.0,719.0,,38.0,65.0,36.2,46.1,49.9,
1289,33764.3,33764.3,,2489.0,2372.0,49.1,57.3,61.7,
1293,3698.0,3698.0,,166.0,295.0,36.9,43.4,47.7,
1298,400.5,400.5,,35.0,51.0,35.2,43.6,48.5,
1312,529.0,529.0,,32.0,63.0,31.7,39.6,46.4,
1316,13144.0,13144.0,,1196.0,839.0,,,,
1320,265.0,265.0,,31.0,20.0,30.9,41.3,46.9,
1324,3793.3,3793.3,,299.0,341.0,30.9,38.4,42.9,
1328,13749.3,13749.3,,952.0,1569.0,,,,
1330,738.0,738.0,,83.0,75.0,31.5,39.1,43.5,
1331,8017.7,8017.7,,579.0,570.0,,,,
1333,143.0,143.0,,14.0,15.0,31.0,42.1,49.1,
1340,539.7,539.7,,36.0,49.0,34.6,44.0,49.2,
1346,247.0,247.0,,23.0,29.0,27.6,37.8,43.7,
1354,8328.7,8328.7,,445.0,702.0,,,,
1364,3347.5,3347.5,,361.0,296.0,35.2,42.9,46.7,
1366,5224.0,5224.0,,667.0,340.0,,,,
1377,8413.7,8413.7,,617.0,561.0,,,,
1382,595.7,595.7,,33.0,68.0,31.8,41.1,44.9,
1386,949.0,949.0,,119.0,147.0,35.4,42.6,46.5,
1392,140.0,140.0,,12.0,15.0,31.2,39.0,43.8,
1395,6673.7,6673.7,,353.0,700.0,,,,
1409,919.3,919.3,,92.0,110.0,33.8,42.5,46.8,
1413,5252.7,5252.7,,285.0,602.0,,,,
1426,1177.7,1177.7,,163.0,151.0,36.7,44.3,49.1,
1431,623.7,623.7,,61.0,67.0,37.7,47.9,53.1,
1443,1445.7,1445.7,,189.0,165.0,33.7,39.8,44.5,
1449,4835.3,4835.3,,632.0,318.0,,,,
1454,2948.0,2948.0,,253.0,271.0,40.8,47.6,51.8,
1456,9059.0,9059.0,,600.0,660.0,,,,
1460,1383.0,1383.0,,151.0,130.0,30.8,37.3,39.5,
1468,6213.3,6213.3,,751.0,432.0,,,,
1475,2015.7,2015.7,,215.0,180.0,31.9,38.3,42.2,
1480,618.3,618.3,,45.0,61.0,33.8,43.6,49.0,
1482,4772.0,4772.0,,283.0,545.0,,,,
1485,232.0,232.0,,21.0,24.0,23.1,31.3,34.4,
1493,5590.7,5590.7,,306.0,624.0,,,,
1495,12980.0,12980.0,,897.0,1153.0,,,,
1524,2052.0,2052.0,,162.0,222.0,,,,
1525,1018.0,1018.0,,84.0,113.0,39.0,47.7,52.5,
1527,701.0,701.0,,72.0,65.0,38.7,48.6,54.1,
1540,811.7,811.7,,103.0,91.0,28.6,37.3,42.9,
1544,2612.7,2612.7,,189.0,199.0,,,,
1546,9667.0,9667.0,,550.0,907.0,,,,
1565,10028.3,10393.8,9114.5,780.0,789.0,,,,
1575,1017.3,1183.0,603.0,128.0,150.0,33.4,39.8,44.8,
1579,6283.0,6283.0,,686.0,407.0,,,,
1600,11714.0,11714.0,,871.0,939.0,34.8,43.5,47.6,
1602,504.0,504.0,,47.0,60.0,37.8,44.9,49.3,
1614,10014.7,10014.7,,687.0,799.0,40.6,48.6,53.4,
1618,327.3,327.3,,48.0,32.0,33.3,43.3,48.9,
1621,497.0,497.0,,47.0,42.0,28.3,34.8,39.4,
1634,10163.0,10163.0,,716.0,805.0,42.0,48.6,53.5,
1639,730.3,730.3,,69.0,78.0,35.9,43.3,47.6,
1650,451.7,451.7,,38.0,40.0,32.9,43.3,48.2,
1652,10612.9,11181.8,9190.5,740.0,865.0,34.9,41.3,44.5,
1664,4570.3,4570.3,,535.0,294.0,,,,
1668,262.7,262.7,,17.0,24.0,32.1,43.7,49.4,
1679,216.3,216.3,,17.0,26.0,28.6,39.0,44.0,
1680,428.7,428.7,,32.0,39.0,31.6,42.4,47.4,
1682,439.0,439.0,,46.0,58.0,36.3,44.3,49.5,
1686,6035.7,6035.7,,743.0,397.0,,,,
1687,4513.0,4513.0,,290.0,428.0,,,,
1697,6861.0,6861.0,,377.0,747.0,,,,
1703,651.5,651.5,,95.0,66.0,31.9,39.5,44.3,
1706,739.3,739.3,,93.0,76.0,33.5,42.6,48.0,
1712,7179.1,7252.8,7087.0,492.0,564.0,,,,
1713,7319.7,7319.7,,753.0,490.0,,,,
1721,381.0,381.0,,27.0,37.0,32.7,42.8,48.0,
1723,4613.7,4613.7,,387.0,428.0,,,,
1726,11067.0,11142.4,10878.5,702.0,783.0,,,,0.013
1748,9040.3,9040.3,,407.0,973.0,,,,
1750,8599.0,8599.0,,529.0,796.0,,,,
1751,2099.7,2099.7,,198.0,176.0,34.7,42.7,47.4,
1752,444.0,444.0,,44.0,43.0,33.5,43.6,48.6,
1757,521.7,521.7,,37.0,45.0,31.6,42.8,49.3,
1760,254.7,254.7,,36.0,32.0,37.1,45.0,51.6,
1763,9594.7,9594.7,,655.0,694.0,,,,
1768,2258.0,2258.0,,190.0,201.0,,,,
1780,301.3,301.3,,27.0,27.0,30.4,39.3,44.6,
1795,590.0,590.0,,116.0,61.0,26.5,37.2,42.2,
1803,443.0,443.0,,53.0,39.0,32.2,42.2,47.4,
1805,1654.0,1654.0,,154.0,167.0,,,,
1821,4358.0,4358.0,,338.0,359.0,,,,
1824,1416.7,1416.7,,108.0,187.0,32.4,39.7,44.8,
1827,408.3,408.3,,53.0,46.0,31.0,39.2,44.3,
1829,1023.3,1023.3,,61.0,95.0,28.4,34.9,39.3,
1830,257.7,257.7,,19.0,27.0,28.6,39.2,44.1,
1834,633.0,633.0,,74.0,80.0,25.9,33.1,36.0,
1835,1588.7,1588.7,,202.0,117.0,,,,
1841,17176.8,16202.5,18151.0,1043.0,1289.0,49.9,62.0,68.6,
1844,1043.3,1043.3,,88.0,104.0,30.6,37.0,39.6,
1846,9207.0,9207.0,,646.0,674.0,,,,
1847,1035.0,1035.0,,124.0,112.0,31.3,39.4,44.1,
1848,1904.7,1904.7,,144.0,237.0,32.5,38.7,42.7,
1849,421.7,421.7,,37.0,40.0,33.4,42.4,46.7,
1860,10598.7,10598.7,,598.0,826.0,,,,
1863,941.3,941.3,,76.0,92.0,26.7,32.8,36.0,
1872,7714.3,7714.3,,902.0,493.0,,,,
1873,1983.3,1983.3,,160.0,275.0,32.5,38.7,42.8,
1876,1661.7,1661.7,,129.0,152.0,37.4,44.3,48.9,
1880,11732.5,11732.5,,814.0,849.0,37.2,44.6,49.3,
1898,11196.0,11196.0,,753.0,815.0,34.9,43.7,48.4,
1899,16620.3,16929.2,15848.0,1125.0,1259.0,,,,
1901,2092.3,2092.3,,168.0,237.0,,,,
1907,7152.4,7487.8,6314.0,502.0,548.0,35.0,41.5,44.6,
1910,1398.0,1398.0,,99.0,133.0,33.5,41.2,44.8,
1911,212.7,212.7,,23.0,19.0,30.2,39.1,44.3,
1918,735.0,735.0,,64.0,78.0,34.9,43.4,49.2,
1928,327.0,327.0,,33.0,28.0,31.9,41.7,47.6,
1940,556.0,556.0,,68.0,57.0,36.8,44.7,51.1,
1971,10167.3,10167.3,,1034.0,655.0,,,,
7194,7765.0,7765.0,,526.0,564.0,,,,
7195,20504.0,20504.0,,1523.0,1453.0,,,,
7210,641.3,641.3,,48.0,88.0,34.3,43.1,48.6,
7215,1077.0,1077.0,,89.0,114.0,,,,
7216,859.0,859.0,,71.0,77.0,34.7,42.2,47.1,
7225,20935.3,20935.3,,1488.0,1607.0,,,,
7228,22989.3,22989.3,,1253.0,1300.0,42.3,52.5,58.2,
7236,569.5,569.5,,54.0,56.0,33.0,42.5,46.5,
7251,1157.7,1157.7,,124.0,106.0,34.5,47.4,53.7,
7261,862.3,862.3,,49.0,87.0,35.4,43.3,48.5,
7262,3317.0,3317.0,,346.0,382.0,33.6,41.0,44.8,
7268,23056.6,23363.8,22288.5,1171.0,1342.0,,,,0.173
7289,8837.0,8837.0,,552.0,727.0,,,,
7291,3555.0,3555.0,,391.0,434.0,33.5,41.1,44.8,
7298,2748.7,2939.6,2271.5,220.0,285.0,,,,0.08
7302,339.0,339.0,,45.0,40.0,24.6,32.8,36.3,
7305,582.3,582.3,,30.0,62.0,32.5,39.8,44.6,
7307,1978.0,1978.0,,223.0,251.0,40.8,49.6,56.1,
7316,506.5,506.5,,95.0,54.0,33.6,43.5,48.9,
7321,6901.7,6901.7,,532.0,534.0,,,,
7322,871.0,871.0,,75.0,90.0,35.5,47.3,53.0,
7328,7.0,7.0,,1.0,1.0,30.6,44.8,58.6,
7330,454.0,454.0,,47.0,50.0,31.7,38.7,42.3,
7335,838.0,939.0,686.5,187.0,127.0,32.5,41.8,46.7,
7338,6550.7,6550.7,,666.0,730.0,,,,
7340,379.7,379.7,,32.0,39.0,29.1,37.5,40.0,
7343,6364.7,6364.7,,465.0,537.0,33.3,41.0,44.7,
7352,4855.3,4855.3,,475.0,449.0,,,,
7353,6919.3,6919.3,,465.0,543.0,,,,
7359,3174.7,3412.0,2581.5,272.0,297.0,33.0,39.7,44.5,
7364,498.0,498.0,,60.0,50.0,31.8,39.6,43.9,
7366,573.0,573.0,,45.0,60.0,35.2,44.2,48.9,
7374,3443.0,3443.0,,317.0,378.0,36.1,43.3,48.1,
7396,440.0,440.0,,34.0,32.0,28.3,34.9,39.3,
7402,512.0,512.0,,68.0,55.0,32.2,39.2,44.0,
7416,719.0,719.0,,30.0,74.0,36.6,48.9,57.6,
7421,15962.7,15962.7,,965.0,1336.0,,,,
7427,5872.0,5872.0,,532.0,534.0,,,,
7434,1160.0,1160.0,,159.0,141.0,,,,
7442,19619.3,19619.3,,1211.0,1287.0,,,,
7449,8411.7,8411.7,,736.0,883.0,,,,
7463,10303.7,10303.7,,846.0,957.0,,,,
7464,1520.3,1520.3,,60.0,122.0,26.0,36.2,41.9,
7465,14460.0,14460.0,,1111.0,1255.0,46.7,54.2,59.1,
7471,9544.0,9544.0,,625.0,793.0,43.3,52.1,57.5,
7475,932.0,932.0,,119.0,98.0,35.6,42.6,47.2,
7477,11220.0,11220.0,,746.0,1023.0,,,,
7482,24378.3,24378.3,,1544.0,1532.0,,,,
7483,1882.0,1882.0,,150.0,186.0,35.5,44.5,49.7,
7485,480.0,480.0,,34.0,53.0,41.9,53.1,59.3,
7497,17121.0,17121.0,,1162.0,1354.0,,,,
7505,18694.3,18694.3,,1112.0,1425.0,,,,
7510,1535.0,1535.0,,166.0,155.0,30.5,36.9,39.5,
7511,1156.3,1156.3,,85.0,143.0,30.5,35.0,39.6,
7516,1224.0,1224.0,,86.0,111.0,41.6,49.5,54.7,
7517,743.0,743.0,,71.0,102.0,,,,0.026
7545,1718.0,1809.0,1445.0,214.0,160.0,34.9,42.5,47.4,
7554,1312.3,1312.3,,107.0,172.0,34.4,42.8,48.2,
7556,685.0,685.0,,44.0,66.0,42.0,51.8,57.1,
7557,1398.0,1398.0,,121.0,161.0,27.8,33.5,36.5,
7559,1546.3,1660.0,1205.0,197.0,151.0,35.5,43.2,48.2,
7560,2061.6,2211.0,1464.0,237.0,224.0,32.7,39.9,44.6,
7561,1129.0,1129.0,,120.0,102.0,40.1,49.3,54.7,
7562,1132.0,1132.0,,97.0,107.0,,,,0.021
7563,4212.0,4212.0,,299.0,460.0,43.9,52.1,56.4,
7590,9955.7,9955.7,,804.0,689.0,,,,
7598,882.0,882.0,,65.0,82.0,42.3,52.4,57.4,
7601,1815.7,1815.7,,155.0,197.0,33.3,41.5,46.4,
7602,1782.3,1782.3,,158.0,214.0,29.8,34.7,38.7,
7615,843.0,843.0,,72.0,106.0,36.3,43.6,48.3,
7622,12126.0,12540.6,11089.5,819.0,844.0,39.1,44.9,49.8,
7630,2052.3,2052.3,,259.0,263.0,32.6,39.5,43.8,
7631,1535.0,1535.0,,151.0,186.0,33.7,39.8,44.5,
7640,9112.0,9112.0,,486.0,716.0,,,,
7647,1840.0,1840.0,,240.0,219.0,31.0,39.6,44.4,
7652,2630.7,2630.7,,291.0,281.0,25.7,32.9,36.0,
7653,1018.0,1018.0,,67.0,88.0,38.8,47.5,53.2,
7655,950.0,950.0,,55.0,165.0,37.8,45.0,49.7,
7659,422.3,422.3,,67.0,34.0,30.9,39.8,44.5,
7661,1809.0,1809.0,,225.0,209.0,29.7,36.8,39.7,
7685,5667.7,5667.7,,396.0,527.0,46.0,53.9,59.5,
7690,1645.4,1799.7,1414.0,160.0,212.0,42.4,49.4,54.0,
7693,2502.0,2502.0,,241.0,306.0,36.8,43.6,48.5,
7694,1222.7,1222.7,,133.0,112.0,37.2,44.9,50.0,
7707,1650.0,1650.0,,120.0,167.0,23.2,28.7,29.8,
7714,969.0,969.0,,55.0,84.0,22.1,28.8,32.1,
7721,8860.3,8860.3,,601.0,666.0,,,,
7726,2879.0,2879.0,,353.0,297.0,32.1,38.4,42.1,
7727,1175.3,1175.3,,71.0,154.0,32.0,38.9,43.4,
7730,783.3,783.3,,77.0,99.0,34.9,44.1,49.2,
7736,760.0,760.0,,56.0,175.0,37.3,44.8,49.3,
7747,296.0,296.0,,33.0,29.0,31.9,42.5,48.3,
7748,20602.7,20602.7,,1225.0,1167.0,41.9,49.6,54.6,
7749,2247.0,2247.0,,344.0,265.0,29.8,34.6,38.6,
7751,333.0,333.0,,27.0,34.0,28.6,39.9,46.4,
7761,2416.7,2416.7,,172.0,220.0,32.6,39.0,43.2,
7773,491.0,491.0,,25.0,43.0,,,,
7774,6363.7,6363.7,,441.0,557.0,31.9,37.9,41.8,
7777,7667.3,7667.3,,435.0,553.0,,,,
7797,3255.0,3255.0,,262.0,268.0,,,,
7801,2264.0,2264.0,,330.0,219.0,42.4,51.3,56.4,
7803,695.7,695.7,,70.0,59.0,40.3,47.7,52.1,
7819,14280.0,14280.0,,1014.0,970.0,,,,
7821,900.0,900.0,,68.0,72.0,29.5,38.4,43.1,
7837,7217.3,7217.3,,564.0,767.0,,,,
7838,11787.3,11787.3,,809.0,909.0,,,,
7851,1490.0,1490.0,,134.0,116.0,38.0,44.9,52.1,
7852,832.3,832.3,,60.0,89.0,40.9,49.6,57.2,
7865,470.0,470.0,,29.0,55.0,40.9,51.2,57.1,
7874,824.0,824.0,,39.0,99.0,35.4,42.2,45.0,
7878,16181.3,16181.3,,1158.0,1084.0,52.8,62.1,67.3,
7879,32029.3,32029.3,,1987.0,2101.0,46.1,53.9,59.2,
7881,373.0,373.0,,27.0,36.0,33.5,43.5,49.0,
7885,564.0,564.0,,37.0,51.0,38.3,47.5,53.5,
7889,11932.3,11932.3,,868.0,904.0,44.9,53.0,58.2,
7892,341.3,341.3,,34.0,30.0,30.1,41.1,46.5,
7904,1795.7,1795.7,,164.0,146.0,34.3,42.4,46.8,
7911,15655.3,15655.3,,1064.0,1096.0,45.9,54.0,59.5,
7915,563.0,563.0,,100.0,54.0,31.6,39.2,44.5,
7919,3552.7,3552.7,,248.0,404.0,39.3,47.2,51.7,
7922,14696.0,14696.0,,905.0,1034.0,40.6,48.2,52.6,
7924,8938.3,8938.3,,837.0,752.0,,,,
7932,3253.7,3253.7,,308.0,303.0,,,,
7934,2123.0,2123.0,,277.0,230.0,34.9,42.7,47.5,
7937,258.0,258.0,,30.0,15.0,27.9,38.1,43.6,
7941,590.0,590.0,,55.0,69.0,27.3,34.7,39.2,
7947,400.7,400.7,,48.0,44.0,26.3,33.7,37.4,
7967,826.0,826.0,,89.0,92.0,37.7,44.7,49.4,
7968,6874.0,6874.0,,445.0,562.0,,,,
7975,1494.0,1494.0,,220.0,119.0,34.3,43.6,48.9,
7978,822.7,822.7,,105.0,101.0,32.4,39.9,46.3,
7982,2950.0,2950.0,,230.0,297.0,38.8,46.6,51.3,
7983,3794.3,3794.3,,339.0,328.0,34.6,41.6,44.7,
7993,296.5,296.5,,17.0,28.0,31.9,43.7,49.8,
8004,467.5,467.5,,32.0,50.0,38.1,48.4,54.0,
8011,250.0,250.0,,51.0,36.0,16.1,27.9,33.9,
8018,16708.0,16708.0,,1111.0,1188.0,,,,
8022,1279.3,1279.3,,148.0,141.0,40.7,48.0,52.2,
8035,369.0,369.0,,31.0,33.0,29.2,39.8,44.4,
8036,14706.0,14706.0,,1181.0,1158.0,,,,
8046,4591.0,4591.0,,359.0,331.0,40.4,47.2,50.0,
8047,16017.0,16017.0,,1161.0,1235.0,43.1,49.4,53.9,
8051,2813.3,2813.3,,227.0,228.0,,,,
8065,17305.5,17305.5,,1019.0,1295.0,49.1,58.4,63.8,
8067,1951.0,1951.0,,167.0,214.0,23.7,32.1,34.9,
8068,1662.5,1662.5,,173.0,164.0,34.5,43.8,49.6,
