centreline_id,avg_daily_vol,avg_weekday_daily_vol,avg_weekend_daily_vol,avg_wkdy_am_peak_vol,avg_wkdy_pm_peak_vol,avg_speed,avg_85th_percentile_speed,avg_95th_percentile_speed,avg_heavy_pct
436771,3298.0,3298.0,,524.0,330.0,47.1,54.5,59.6,
436772,9503.0,9503.0,,744.0,934.0,44.7,53.3,58.2,
436781,637.0,637.0,,54.0,68.0,41.5,49.9,57.0,
436785,326.0,326.0,,49.0,40.0,37.7,47.7,51.9,
436819,547.0,547.0,,48.0,52.0,40.0,52.9,58.7,
436820,15017.0,15017.0,,1187.0,1537.0,54.7,62.3,67.3,
436828,27727.0,27727.0,,1453.0,2182.0,,,,
436839,1140.0,1140.0,,156.0,101.0,41.6,49.1,54.0,
436843,782.3,782.3,,183.0,86.0,35.7,44.6,49.8,
436848,2916.0,2916.0,,340.0,369.0,43.1,49.9,56.1,
436853,18549.3,18549.3,,1775.0,1337.0,,,,
436854,3232.7,3232.7,,284.0,431.0,35.4,44.2,49.1,
436861,1987.0,1987.0,,152.0,183.0,42.7,52.0,57.3,
436863,3703.3,3703.3,,413.0,332.0,,,,
436866,2150.0,2150.0,,149.0,268.0,44.2,53.2,59.0,
436875,1069.0,1069.0,,80.0,112.0,42.4,51.2,56.8,
436881,5180.3,5180.3,,325.0,500.0,,,,
436882,12489.3,12489.3,,1337.0,1074.0,,,,
436892,1582.0,1582.0,,208.0,149.0,,,,
436897,8784.0,8784.0,,673.0,638.0,38.4,46.8,51.4,
436898,590.0,590.0,,125.0,45.0,40.9,49.2,54.2,
436906,2294.0,2294.0,,238.0,360.0,48.6,57.4,63.3,
436907,3657.0,3657.0,,413.0,464.0,36.8,44.6,49.2,
436917,29106.0,29106.0,,2271.0,2256.0,,,,
436920,12674.3,12674.3,,1226.0,1248.0,53.7,64.1,71.8,
436927,2074.2,2074.2,,216.0,205.0,36.6,46.5,51.9,
436932,1768.0,1768.0,,204.0,195.0,44.7,53.0,58.2,
436943,557.0,557.0,,146.0,83.0,41.2,51.5,55.0,
436948,14369.0,14369.0,,955.0,1129.0,,,,0.15
436950,1230.0,1230.0,,98.0,139.0,42.0,49.8,54.8,
436960,1358.0,1358.0,,163.0,134.0,45.2,53.8,59.3,
436961,1693.0,1693.0,,187.0,192.0,45.2,53.8,59.2,
436965,1887.0,1887.0,,228.0,173.0,33.9,39.1,43.3,
436969,3486.0,3486.0,,522.0,343.0,42.8,51.0,54.9,
436970,4585.0,4585.0,,358.0,403.0,43.5,52.8,58.1,
436972,19476.0,19476.0,,1399.0,1466.0,,,,
436983,1160.0,1160.0,,124.0,134.0,44.0,53.1,59.2,
436985,990.7,990.7,,103.0,123.0,43.6,52.0,57.3,
436993,21839.3,21839.3,,2010.0,2175.0,,,,
436996,43385.0,43385.0,,3020.0,3122.0,,,,
436999,2886.0,2886.0,,251.0,238.0,,,,
437008,40451.7,40451.7,,2922.0,2805.0,,,,
437009,1164.0,1164.0,,109.0,116.0,43.6,53.6,59.7,
437010,16740.0,16740.0,,1331.0,1722.0,52.1,59.8,64.8,
437011,1782.0,1782.0,,226.0,166.0,40.7,48.6,53.5,
437014,275.0,275.0,,21.0,28.0,33.7,42.2,46.4,
437015,4313.0,4313.0,,342.0,418.0,,,,
437016,286.0,286.0,,19.0,33.0,33.3,42.6,48.4,
437025,28346.3,28346.3,,2237.0,1759.0,,,,
437034,5826.5,5826.5,,516.0,552.0,36.3,43.5,48.3,
437036,865.7,865.7,,92.0,95.0,43.2,51.9,56.8,
437044,22148.0,22148.0,,1280.0,1877.0,,,,
437049,9787.0,9787.0,,771.0,855.0,,,,
437056,19819.0,19819.0,,809.0,1828.0,,,,
437061,1522.3,1522.3,,91.0,133.0,,,,
437063,36131.7,36131.7,,2382.0,2559.0,,,,
437064,5452.7,5452.7,,343.0,414.0,28.3,36.3,39.6,
437065,1534.3,1534.3,,127.0,124.0,43.3,52.4,57.9,
437073,838.0,838.0,,91.0,92.0,43.1,51.7,57.4,
437076,1914.0,1914.0,,212.0,195.0,32.6,39.9,44.9,
437081,6797.3,6797.3,,638.0,704.0,36.5,43.0,46.1,
437086,7593.0,7593.0,,664.0,705.0,41.3,47.7,51.5,
437090,27943.7,27943.7,,1463.0,2169.0,,,,
437094,20992.7,20992.7,,1703.0,1417.0,,,,
437107,13054.0,13511.6,11910.0,875.0,1353.0,,,,
437117,337.0,337.0,,69.0,41.0,38.8,44.7,49.8,
437127,742.3,742.3,,150.0,100.0,33.9,41.4,44.9,
437145,1004.7,1092.8,784.5,69.0,94.0,,,,
437149,11658.0,11658.0,,815.0,1165.0,38.5,46.7,49.8,
437170,1105.0,1105.0,,62.0,104.0,,,,
437171,5487.7,5487.7,,301.0,531.0,38.6,44.3,48.7,
437189,3863.7,3863.7,,402.0,370.0,,,,
437199,693.0,693.0,,145.0,103.0,34.2,41.8,46.4,
437201,1992.0,1992.0,,267.0,183.0,39.5,46.9,51.1,
437213,6380.3,6380.3,,560.0,625.0,37.3,43.9,47.9,
437224,8451.0,8451.0,,809.0,841.0,33.7,39.8,44.1,
437228,5829.0,5829.0,,446.0,542.0,40.0,47.0,49.9,
437230,1204.4,1304.8,953.5,150.0,115.0,,,,
437233,3520.9,3802.2,2817.5,348.0,472.0,,,,
437253,14535.0,14535.0,,790.0,1637.0,,,,
437254,1547.0,1547.0,,151.0,164.0,45.4,53.8,59.8,
437256,674.7,674.7,,70.0,69.0,38.3,44.8,49.7,
437267,24975.7,24975.7,,1380.0,2219.0,,,,
437269,2493.0,2493.0,,183.0,237.0,34.8,39.9,44.1,
437294,7170.7,7170.7,,592.0,641.0,,,,
437299,1492.0,1492.0,,145.0,160.0,44.0,51.9,57.8,
437302,70.0,70.0,,7.0,10.0,27.3,37.7,43.3,
437310,18937.0,18937.0,,1674.0,1304.0,,,,
437311,2494.0,2494.0,,298.0,227.0,38.5,46.3,51.9,
437323,4373.0,4373.0,,563.0,565.0,41.8,48.7,53.5,
437337,4122.0,4122.0,,408.0,477.0,42.9,50.0,56.7,
437342,1763.7,1763.7,,141.0,153.0,,,,
437351,18294.3,18294.3,,1483.0,1607.0,,,,
437364,4690.0,4690.0,,486.0,478.0,48.2,56.2,61.1,
437373,104.0,104.0,,11.0,17.0,24.8,34.8,47.6,
437381,1712.0,1712.0,,213.0,163.0,45.2,54.1,59.6,
437385,2279.0,2279.0,,171.0,213.0,34.8,41.2,44.5,
437386,1593.0,1593.0,,198.0,160.0,43.8,51.7,57.3,
437389,3807.0,3807.0,,344.0,383.0,36.5,42.1,45.0,
437393,5783.3,5783.3,,312.0,577.0,42.3,48.7,53.3,
437407,566.0,566.0,,51.0,70.0,40.6,49.0,53.5,
437409,23535.7,23535.7,,1619.0,1602.0,47.2,57.7,63.4,
437415,206.0,206.0,,25.0,30.0,34.8,43.0,47.2,
437423,7321.0,7321.0,,721.0,777.0,31.7,38.7,42.5,
437426,2213.0,2213.0,,202.0,267.0,38.9,44.9,49.8,
437430,2271.0,2271.0,,225.0,271.0,38.5,46.4,51.2,
437436,3383.7,3383.7,,401.0,343.0,46.2,53.1,57.6,
437446,1193.3,1193.3,,157.0,116.0,46.9,54.9,61.9,
437456,2665.0,2665.0,,469.0,237.0,38.6,44.5,49.2,
437459,14381.3,14381.3,,1425.0,1247.0,50.7,58.1,63.4,
437461,1258.0,1258.0,,172.0,110.0,43.1,52.7,57.7,
437462,519.0,519.0,,59.0,53.0,39.3,49.0,54.6,
437465,507.0,507.0,,150.0,21.0,41.2,48.7,53.6,
437468,23038.0,23038.0,,1478.0,1402.0,47.1,57.8,63.4,
437472,2085.0,2085.0,,240.0,226.0,44.3,52.1,56.8,
437473,6039.7,6039.7,,579.0,539.0,44.4,51.0,54.9,
437480,6821.0,6821.0,,597.0,647.0,,,,
437481,14110.7,14110.7,,1405.0,1171.0,,,,
437495,16917.7,16917.7,,1137.0,1418.0,,,,
437499,273.0,273.0,,37.0,33.0,33.7,46.2,52.5,
437523,4373.0,4373.0,,240.0,546.0,,,,
437526,9031.7,9031.7,,717.0,896.0,38.4,44.2,48.4,
437528,3574.0,3574.0,,331.0,358.0,43.5,49.5,54.2,
437529,269.0,269.0,,32.0,34.0,36.1,44.6,52.0,
437552,41116.7,41116.7,,2753.0,2987.0,,,,
437569,769.3,769.3,,86.0,82.0,39.3,48.9,54.3,
437571,1025.0,1025.0,,269.0,151.0,38.4,47.6,53.3,
437572,457.0,457.0,,128.0,68.0,33.5,39.5,44.2,
437574,5497.0,5497.0,,450.0,688.0,30.0,38.6,44.4,
437575,1391.0,1391.0,,134.0,195.0,37.0,44.2,48.9,
437582,133.0,133.0,,15.0,20.0,34.7,42.5,49.2,
437590,25052.3,25052.3,,1523.0,2132.0,,,,
437592,9352.7,9352.7,,1256.0,883.0,,,,
437600,22573.3,22573.3,,1479.0,1805.0,56.7,66.5,72.6,
437618,22787.3,22787.3,,1467.0,1870.0,49.5,54.5,59.0,
437620,731.0,731.0,,110.0,102.0,38.5,49.3,54.9,
437621,11921.0,11921.0,,948.0,1197.0,50.2,61.1,68.4,
437624,4200.0,4200.0,,561.0,568.0,40.1,47.2,50.0,
437635,642.0,642.0,,88.0,66.0,37.1,43.8,48.3,
437639,2717.0,2717.0,,240.0,288.0,37.8,47.3,52.1,
437643,347.0,347.0,,64.0,47.0,33.9,41.3,44.4,
437645,1852.0,1852.0,,311.0,203.0,39.4,48.6,53.9,
437675,375.0,375.0,,55.0,61.0,40.1,49.5,54.1,
437688,3687.7,3687.7,,339.0,366.0,43.9,51.3,56.2,
437692,1019.7,1019.7,,124.0,102.0,39.7,47.8,52.5,
437700,7722.9,8355.2,6142.0,827.0,711.0,,,,
437706,14347.3,14347.3,,1175.0,1073.0,,,,
437716,5627.0,5627.0,,700.0,558.0,37.7,44.8,49.6,
437730,930.0,930.0,,174.0,109.0,38.2,47.2,51.5,
437737,4625.0,4625.0,,357.0,490.0,38.3,46.6,49.9,
437738,233.0,233.0,,22.0,31.0,32.1,46.6,52.8,
437752,28007.3,29384.4,24564.5,2396.0,2305.0,,,,
437766,542.0,542.0,,34.0,58.0,41.8,54.7,63.2,
437767,4200.0,4200.0,,180.0,545.0,40.5,49.9,56.5,
437775,497.0,497.0,,74.0,50.0,43.8,54.5,61.9,
437776,1410.0,1410.0,,213.0,153.0,45.8,53.8,59.4,
437777,228.0,228.0,,22.0,17.0,30.4,46.3,52.3,
437780,3475.0,3475.0,,291.0,423.0,40.9,48.2,53.2,
437793,1732.0,1732.0,,154.0,176.0,42.8,52.4,57.2,
437794,15199.7,15199.7,,1324.0,1428.0,,,,
437795,700.0,700.0,,131.0,105.0,33.9,41.1,44.2,
437806,20703.3,20703.3,,1659.0,1368.0,,,,
437809,4357.7,4357.7,,205.0,380.0,31.9,38.5,42.9,
437811,14180.3,14180.3,,940.0,1083.0,,,,
437821,565.0,565.0,,68.0,52.0,11.9,17.2,23.1,
437829,587.7,587.7,,91.0,67.0,43.2,52.7,58.0,
437844,3274.7,3274.7,,357.0,333.0,,,,
437845,512.3,512.3,,59.0,57.0,,,,
437846,2011.3,2011.3,,290.0,181.0,,,,
437851,4939.0,4939.0,,592.0,504.0,36.2,44.4,48.9,
437852,12346.3,12346.3,,837.0,1050.0,42.4,52.6,59.1,
437854,20002.6,21528.2,16188.5,2286.0,1860.0,,,,
437872,23440.0,23440.0,,1237.0,2033.0,,,,
437873,1297.0,1297.0,,159.0,128.0,36.1,43.6,48.1,
437886,1295.0,1295.0,,155.0,115.0,34.4,42.9,47.8,
437895,10679.0,10679.0,,1077.0,1089.0,48.4,57.0,62.0,
437910,2261.0,2261.0,,241.0,221.0,43.9,52.0,57.2,
437925,2663.0,2663.0,,412.0,248.0,46.1,53.7,58.8,
437933,681.3,681.3,,105.0,82.0,,,,
437939,1212.5,1212.5,,171.0,117.0,35.2,42.9,47.4,
437955,627.0,627.0,,48.0,72.0,42.0,53.6,58.9,
437975,2524.0,2524.0,,375.0,231.0,46.8,54.0,58.9,
437998,3373.0,3373.0,,508.0,349.0,42.4,50.0,54.6,
437999,15238.3,15238.3,,921.0,1600.0,,,,
438011,14692.3,14692.3,,1575.0,1298.0,,,,
438013,1324.0,1324.0,,124.0,117.0,39.0,44.9,49.2,
438014,1146.7,1146.7,,181.0,176.0,,,,
438015,3072.0,3072.0,,465.0,296.0,37.4,43.5,47.6,
438025,688.0,688.0,,102.0,69.0,36.9,46.2,49.8,
438097,2154.7,2154.7,,280.0,275.0,,,,
438098,1030.0,1030.0,,165.0,111.0,35.0,41.3,44.4,
438108,5396.5,5396.5,,607.0,486.0,40.7,48.6,53.3,
438117,29838.3,29838.3,,2388.0,2439.0,,,,
438118,157.3,157.3,,9.0,18.0,23.9,34.0,39.0,
438171,7635.0,7635.0,,784.0,728.0,39.8,47.8,52.4,
438172,22315.7,22315.7,,1615.0,1845.0,,,,
438186,4151.0,4151.0,,538.0,389.0,39.5,47.6,51.5,
438190,20104.1,20984.6,17903.0,1572.0,1597.0,,,,
438191,30267.3,30267.3,,2593.0,2904.0,,,,
438198,7540.0,7540.0,,830.0,654.0,,,,
438208,5051.0,5051.0,,505.0,612.0,44.3,52.7,57.8,
438213,4614.0,4614.0,,321.0,441.0,41.6,49.1,53.8,
438226,216.0,216.0,,40.0,66.0,32.0,39.9,44.2,
438234,1014.0,1014.0,,168.0,100.0,40.3,48.3,52.8,
438252,127.0,127.0,,9.0,19.0,32.9,42.2,46.4,
438261,9873.3,9873.3,,933.0,983.0,,,,
438266,5480.0,5480.0,,489.0,580.0,45.9,53.1,57.9,
438278,28540.5,28540.5,,1749.0,1713.0,63.6,72.5,78.5,
438281,2342.7,2342.7,,191.0,228.0,,,,
438288,6202.7,6202.7,,673.0,794.0,,,,
438289,19288.0,19288.0,,1640.0,1531.0,,,,
438307,15891.3,15891.3,,946.0,1655.0,,,,
438309,18462.3,18462.3,,1305.0,1272.0,,,,
438314,291.5,291.5,,91.0,90.0,22.2,33.0,38.0,
438330,895.0,895.0,,152.0,100.0,,,,
438334,15992.3,15992.3,,1061.0,1812.0,,,,
438339,677.3,677.3,,65.0,58.0,35.0,46.5,51.1,
438343,3331.0,3331.0,,455.0,306.0,39.8,47.4,51.6,
438347,2698.0,2698.0,,346.0,282.0,36.5,42.8,46.1,
438357,2008.5,2008.5,,266.0,232.0,30.4,38.0,42.1,
438361,9684.7,9684.7,,984.0,908.0,47.8,54.5,59.4,
438367,2180.7,2180.7,,282.0,258.0,36.5,46.4,51.6,
438381,48163.3,48163.3,,3325.0,3722.0,,,,
438386,3363.0,3363.0,,443.0,335.0,34.2,42.5,47.7,
438389,1513.0,1513.0,,247.0,175.0,34.0,39.5,43.8,
438397,6864.7,6864.7,,788.0,662.0,42.0,48.4,52.7,
438429,327.3,327.3,,55.0,36.0,,,,
438435,6366.3,6366.3,,542.0,620.0,,,,
438441,8342.7,8342.7,,674.0,746.0,45.7,54.7,60.0,
438445,688.3,688.3,,73.0,64.0,39.7,48.8,53.6,
438471,9090.0,9090.0,,887.0,934.0,48.6,56.1,59.9,
438473,3437.0,3437.0,,459.0,366.0,39.8,47.0,51.5,
438476,1780.0,1780.0,,287.0,217.0,31.5,39.3,43.9,
438493,1270.5,1270.5,,198.0,149.0,38.9,46.0,49.7,
438495,25217.3,25217.3,,1351.0,1819.0,,,,
438505,19374.0,19374.0,,2150.0,2008.0,,,,
438516,46400.0,46400.0,,3066.0,3424.0,,,,
438522,14724.3,14724.3,,1036.0,1392.0,,,,
438524,577.7,577.7,,87.0,54.0,,,,
438526,712.0,712.0,,70.0,62.0,34.7,42.8,46.6,
438527,2795.0,2795.0,,394.0,277.0,37.7,44.6,49.1,
438551,8201.0,8201.0,,750.0,884.0,46.9,62.3,69.2,
438552,786.0,786.0,,90.0,82.0,39.2,47.4,53.5,
438558,3091.0,3091.0,,224.0,213.0,39.0,48.7,53.9,
438568,6490.0,6490.0,,439.0,594.0,,,,
438574,1086.7,1086.7,,132.0,114.0,,,,
438575,8900.0,8900.0,,812.0,855.0,47.1,53.6,58.3,
438581,19454.3,20241.0,17487.5,1547.0,1702.0,,,,
438594,1914.0,1914.0,,284.0,180.0,,,,
438604,795.0,795.0,,113.0,89.0,39.7,48.6,54.0,
438609,18862.0,19733.6,16683.0,1619.0,1587.0,,,,
438615,2137.0,2137.0,,350.0,250.0,37.6,44.1,48.2,
438617,1236.0,1236.0,,208.0,138.0,37.1,43.0,46.6,
438625,1915.0,1915.0,,301.0,215.0,36.7,44.3,48.9,
438637,856.0,856.0,,74.0,76.0,44.2,52.6,57.9,
438650,7335.7,7335.7,,689.0,476.0,,,,
438658,19534.7,20260.6,17720.0,1144.0,1862.0,,,,
438665,6892.0,6892.0,,518.0,676.0,33.0,38.1,40.0,
438667,3310.3,3310.3,,355.0,286.0,,,,
438668,5175.0,5175.0,,585.0,529.0,,,,
438673,1126.0,1126.0,,180.0,125.0,36.5,46.1,49.9,
438681,6884.0,6884.0,,429.0,776.0,,,,
438682,952.3,952.3,,144.0,99.0,,,,
438683,7080.3,7080.3,,620.0,638.0,42.2,48.4,53.1,
438700,2454.0,2454.0,,308.0,263.0,46.1,53.9,58.8,
438711,6.0,6.0,,0.0,2.0,,,,
438718,31265.0,31265.0,,2075.0,2383.0,,,,
438720,1378.0,1378.0,,240.0,145.0,35.8,42.7,46.1,
438737,25190.0,25190.0,,2381.0,1886.0,,,,
438739,5443.3,5443.3,,317.0,525.0,,,,
438746,2868.5,2868.5,,393.0,316.0,46.3,54.2,59.3,
438747,435.5,435.5,,89.0,45.0,33.2,42.8,47.7,
438758,1262.0,1262.0,,154.0,128.0,39.2,47.2,52.8,
438765,804.0,804.0,,71.0,75.0,45.5,54.5,62.3,
438785,1643.0,1643.0,,200.0,165.0,38.0,47.9,53.6,
438793,20156.1,21075.0,17859.0,1623.0,1756.0,,,,
438804,2434.3,2434.3,,375.0,282.0,,,,
438806,301.7,301.7,,50.0,51.0,34.8,44.2,49.1,
438811,2314.0,2314.0,,292.0,261.0,41.6,49.7,54.7,
438814,2125.0,2125.0,,287.0,272.0,43.9,51.2,56.1,
438817,1151.7,1151.7,,236.0,136.0,33.8,42.2,47.0,
438829,9371.3,9371.3,,912.0,849.0,49.2,56.7,61.8,
438843,18530.0,18530.0,,1550.0,1289.0,,,,
438844,9089.0,9089.0,,524.0,793.0,,,,
438845,38430.4,40106.0,34241.5,3016.0,3020.0,,,,
438852,1217.0,1217.0,,149.0,106.0,41.3,49.1,53.9,
438861,20741.7,20741.7,,1298.0,1862.0,,,,
438864,2904.7,2904.7,,432.0,293.0,,,,
438867,20351.3,20351.3,,1434.0,1614.0,,,,
438883,946.7,946.7,,245.0,93.0,,,,
438885,5483.0,5483.0,,593.0,454.0,40.5,48.0,52.6,
438895,1585.3,1585.3,,106.0,204.0,,,,
438907,17618.7,17618.7,,1173.0,1522.0,,,,
438920,966.0,966.0,,113.0,93.0,43.6,52.7,58.2,
438944,387.0,387.0,,60.0,46.0,30.2,37.4,39.9,
438955,383.0,383.0,,71.0,47.0,31.0,38.5,42.9,
438957,2277.0,2277.0,,291.0,272.0,43.0,51.1,55.0,
438958,3224.3,3224.3,,258.0,271.0,35.6,43.4,48.5,
439004,16422.7,18442.6,11709.7,991.0,1596.0,,,,
439017,720.3,720.3,,46.0,64.0,33.4,42.4,46.7,
439018,8839.0,8839.0,,857.0,878.0,37.2,44.4,48.8,
439019,88.0,88.0,,12.0,7.0,26.5,38.1,43.1,
439020,1971.3,1971.3,,334.0,202.0,,,,
439041,3008.0,3008.0,,310.0,278.0,36.5,43.5,48.2,
439049,17770.3,17770.3,,1433.0,1196.0,,,,
439056,19603.7,19603.7,,1051.0,1698.0,,,,
439088,5332.0,5332.0,,479.0,575.0,43.0,49.8,54.7,
439089,3748.7,3748.7,,527.0,448.0,,,,
439092,15020.0,15020.0,,967.0,1911.0,,,,
439095,18604.6,20612.8,14588.0,1439.0,1428.0,,,,
439096,197.0,197.0,,17.0,19.0,34.5,47.4,56.9,
439097,77.0,77.0,,8.0,7.0,35.7,47.2,49.7,
439103,35645.3,35645.3,,2648.0,2912.0,,,,
439107,2607.0,2607.0,,321.0,370.0,46.1,54.3,61.5,
439111,8012.7,8012.7,,583.0,996.0,41.8,48.8,53.9,
439114,241.0,241.0,,67.0,40.0,31.1,39.8,44.9,
439123,21907.7,21907.7,,1535.0,1870.0,,,,
439138,12260.6,12935.6,10573.0,1014.0,1078.0,,,,
439142,9157.3,9157.3,,812.0,812.0,47.7,57.2,62.7,
439143,2242.3,2242.3,,167.0,222.0,,,,
439144,5784.3,5784.3,,378.0,462.0,,,,
439146,17188.0,17188.0,,1063.0,1474.0,,,,
439147,1828.0,1828.0,,265.0,225.0,45.2,53.0,57.8,
439153,39248.5,39248.5,,2439.0,2497.0,54.0,66.8,73.0,
439166,1480.0,1480.0,,149.0,189.0,39.4,47.5,52.7,
439170,7655.7,7655.7,,652.0,692.0,39.9,47.3,51.6,
439174,9232.0,9232.0,,940.0,847.0,41.3,49.5,54.1,
439183,22337.3,22337.3,,1335.0,1664.0,,,,
439188,2159.0,2159.0,,145.0,208.0,42.4,49.9,54.9,
439189,209.0,209.0,,31.0,20.0,32.1,39.8,44.4,
439196,19906.3,20500.2,18421.5,1537.0,1531.0,,,,
439197,23230.3,23230.3,,2158.0,1775.0,,,,
439225,1350.3,1350.3,,104.0,139.0,,,,
439237,1829.0,1829.0,,256.0,216.0,44.3,52.4,56.9,
439239,19990.0,19990.0,,1018.0,1873.0,,,,
439270,1578.0,1578.0,,163.0,185.0,40.3,48.2,53.5,
439282,29701.0,29701.0,,1941.0,2001.0,68.7,77.4,109.2,
439283,2894.0,2894.0,,282.0,312.0,45.2,52.9,57.9,
439294,19323.7,19323.7,,1492.0,1361.0,,,,
439302,883.0,883.0,,132.0,85.0,41.8,51.7,58.5,
439303,273.3,273.3,,49.0,38.0,34.3,42.6,46.9,
439304,1171.0,1171.0,,220.0,141.0,41.9,49.4,54.0,
439314,1232.0,1232.0,,109.0,106.0,41.3,49.3,54.4,
439329,9150.7,9150.7,,954.0,841.0,43.3,49.6,54.3,
439335,722.7,722.7,,57.0,75.0,,,,
439339,604.3,604.3,,51.0,61.0,34.8,43.0,47.8,
439352,1524.0,1524.0,,120.0,116.0,36.1,44.2,49.5,
439354,2508.0,2508.0,,320.0,325.0,40.6,48.1,53.0,
439367,22066.3,22066.3,,1615.0,1794.0,,,,
439371,425.7,425.7,,43.0,43.0,,,,
439373,901.0,901.0,,75.0,85.0,41.0,49.9,56.7,
439380,527.0,527.0,,89.0,46.0,39.5,51.1,58.3,
439396,9682.7,9682.7,,881.0,864.0,47.6,57.1,62.4,
439405,18448.3,18448.3,,1461.0,1334.0,,,,
439406,1085.0,1085.0,,85.0,98.0,36.8,44.3,49.0,
439412,28117.3,28117.3,,1792.0,1922.0,50.1,59.9,67.5,
439413,2008.0,2008.0,,201.0,218.0,39.3,47.4,52.6,
439427,796.0,796.0,,82.0,64.0,,,,
439429,2632.0,2632.0,,131.0,226.0,38.5,47.3,52.0,
439447,4060.0,4060.0,,287.0,313.0,44.9,52.7,57.9,
439452,33712.9,36057.6,27851.0,3056.0,3089.0,,,,
439467,1781.0,1781.0,,145.0,154.0,22.3,33.7,39.6,
439470,269.0,269.0,,95.0,40.0,27.5,39.0,46.2,
439473,2095.3,2095.3,,195.0,171.0,36.7,43.6,48.2,
439484,3436.0,3436.0,,234.0,258.0,41.0,51.2,57.4,
439486,339.0,339.0,,32.0,43.0,39.4,49.5,56.0,
439489,4180.7,4180.7,,298.0,425.0,,,,
439503,12039.0,12039.0,,897.0,939.0,39.9,48.2,52.8,
439519,19837.0,19837.0,,1334.0,1605.0,,,,
439535,122.0,122.0,,22.0,16.0,35.7,44.3,48.3,
439550,2681.3,2681.3,,380.0,310.0,,,,
439551,24128.3,24128.3,,2181.0,1526.0,,,,
439555,81.0,81.0,,13.0,10.0,29.5,42.6,47.0,
439559,8729.7,8729.7,,619.0,647.0,41.2,47.9,52.6,
439573,4173.3,4173.3,,449.0,425.0,,,,
439588,2305.3,2305.3,,173.0,259.0,41.8,49.6,54.8,
439602,975.3,975.3,,73.0,88.0,39.2,47.8,52.6,
439604,18247.3,18247.3,,1324.0,1529.0,,,,
439609,9486.7,9486.7,,777.0,835.0,38.6,44.4,49.0,
439610,3323.5,3323.5,,307.0,258.0,30.6,38.0,42.0,
439612,613.0,613.0,,48.0,40.0,,,,0.372
439617,1030.3,1030.3,,80.0,100.0,39.6,48.0,53.3,
439619,3395.0,3395.0,,484.0,412.0,42.3,51.7,56.9,
439620,13741.0,13741.0,,1118.0,1173.0,34.3,43.7,48.8,
439635,17392.0,18619.6,14323.0,1871.0,1522.0,,,,
439638,246.0,246.0,,14.0,26.0,35.0,44.8,51.8,
439655,379.0,379.0,,29.0,39.0,36.9,44.4,52.6,
439659,49673.5,49673.5,,3676.0,3384.0,43.5,49.5,53.9,
439674,18992.9,19675.4,17286.5,1045.0,992.0,37.9,52.1,59.8,
439687,745.0,745.0,,71.0,77.0,42.7,51.3,56.3,
439690,1361.0,1361.0,,103.0,148.0,43.1,52.7,58.3,
439694,8038.0,8038.0,,540.0,728.0,43.0,51.8,56.9,
439697,46785.4,49954.2,38863.5,3745.0,3993.0,,,,
439700,12068.0,12068.0,,645.0,1000.0,48.6,58.1,63.7,
439702,14076.7,14076.7,,1233.0,1234.0,,,,
439704,1306.0,1306.0,,158.0,117.0,41.8,49.6,54.8,
439706,150.0,150.0,,14.0,19.0,27.4,39.4,48.4,
439714,529.0,529.0,,41.0,54.0,37.9,44.6,49.5,
439730,18353.0,18353.0,,1835.0,1428.0,,,,
439731,5885.7,5885.7,,638.0,482.0,,,,
439739,636.0,636.0,,66.0,69.0,37.6,47.8,52.9,
439745,312.0,312.0,,31.0,31.0,27.3,37.5,42.3,
439748,3407.0,3407.0,,356.0,324.0,40.9,48.8,53.6,
439759,116.0,116.0,,7.0,14.0,33.2,42.2,46.8,
439766,28393.6,29476.6,25686.0,1754.0,1910.0,,,,
439767,18307.9,20548.0,13827.7,1538.0,1357.0,,,,
439769,39322.7,39322.7,,2630.0,2929.0,,,,
439788,136.3,136.3,,15.0,15.0,32.8,42.3,47.2,
439793,1341.0,1341.0,,138.0,121.0,33.9,43.8,49.3,
439795,871.7,871.7,,58.0,75.0,37.8,46.1,51.2,
439797,16989.0,16989.0,,1071.0,1473.0,,,,
439807,2455.7,2455.7,,250.0,255.0,34.3,39.8,44.2,
439808,632.0,632.0,,56.0,65.0,37.0,44.5,49.7,
439815,747.7,747.7,,77.0,66.0,37.6,47.2,52.7,
439820,28820.3,28820.3,,2426.0,2344.0,,,,
439821,17929.0,17929.0,,1717.0,1627.0,38.4,49.4,55.0,
439824,470.0,470.0,,71.0,55.0,32.1,40.0,44.7,
439830,46785.4,49954.2,38863.5,3745.0,3993.0,,,,
439837,3844.0,3844.0,,407.0,379.0,45.6,53.5,58.7,
439843,23327.7,23327.7,,1697.0,1616.0,52.1,63.0,69.1,
439850,1357.7,1357.7,,245.0,175.0,36.2,43.5,48.2,
439851,5595.0,5595.0,,444.0,530.0,33.9,39.8,44.3,
439853,2527.0,2527.0,,384.0,276.0,42.4,49.2,53.9,
439863,11609.7,11609.7,,1128.0,881.0,,,,
439864,15116.0,15116.0,,1511.0,1123.0,,,,
439865,2402.0,2402.0,,94.0,211.0,36.1,43.9,48.6,
439867,7966.3,7966.3,,819.0,616.0,,,,
439869,1307.3,1307.3,,114.0,146.0,40.8,48.5,53.6,
439870,4381.0,4381.0,,442.0,408.0,45.1,53.2,58.6,
439871,785.0,785.0,,55.0,71.0,34.2,47.1,53.3,
439879,13326.0,13326.0,,865.0,1537.0,,,,
439882,233.0,233.0,,18.0,25.0,33.1,43.5,48.6,
