centreline_id,segment_length,crash_count,avg_daily_vol,avg_weekday_daily_vol,avg_weekend_daily_vol,avg_wkdy_am_peak_vol,avg_wkdy_pm_peak_vol,avg_speed,avg_85th_percentile_speed,avg_95th_percentile_speed,avg_heavy_pct,log_volume,crash_rate,exposure,log_exposure
109360,535.8898976938577,0,22498.0,23092.0,21013.0,1455.0,1759.0,56.3,63.8,69.5,,10.021181695352771,0.0,12056450.91831641,16.30511042057281
111712,423.8304342528711,0,24091.3,24091.3,,1587.0,1750.0,,,,,10.089606058453436,0.0,10210626.140716193,16.13893951448145
110496,65.78004967696297,0,15165.7,15165.7,,907.0,1385.0,,,,,9.626791577975954,0.0,997600.4993859174,13.813108173935165
110697,272.08101176198215,0,414.0,414.0,,36.0,38.0,36.7,47.8,53.5,,6.025865973825314,0.0,112641.53886946061,11.631965833136798
110783,96.05134283823593,0,13792.7,13792.7,,1292.0,1043.0,,,,,9.531894745675855,0.0,1324807.3563649368,14.096777615409414
3093392,144.1101900706945,0,788.0,788.0,,82.0,84.0,38.0,44.6,48.9,,6.669498089857879,0.0,113558.82977570727,11.640076305635144
108132,10.884788371730078,0,25354.3,25354.3,,1585.0,1886.0,,,,,10.140703619881142,0.0,275976.1898133559,12.528069872185732
11714723,238.10514839170864,0,4535.7,4535.7,,333.0,393.0,,,,,8.419734705654266,0.0,1079973.521560273,13.892447081726033
3011699,228.0969664763869,0,26612.4,27003.8,25634.0,1583.0,1793.0,53.0,62.6,68.7,,10.189132551561984,0.0,6070207.7106562,15.618903381668702
107594,182.33012365249988,0,28874.0,28874.0,,2023.0,2137.0,59.7,67.7,72.9,,10.27069681518976,0.0,5264599.990342282,15.476515725420317
3104642,180.28098790639365,0,2000.5,2000.5,,156.0,205.0,35.4,47.7,52.4,,7.60115242829729,0.0,360652.1163067405,12.795669105949374
14605392,141.42809591929353,0,26110.3,26110.3,,1744.0,1891.0,47.7,57.4,62.6,,10.1700851514778,0.0,3692730.0128815295,15.121876583358656
107687,92.20962341844724,0,611.0,611.0,,47.0,56.0,30.6,39.3,44.1,,6.415096959171596,0.0,56340.079908671265,10.939161459758632
107873,271.20021093855564,0,29350.7,29350.7,,2044.0,2125.0,59.7,67.8,73.0,,10.287071675057012,0.0,7959916.031194265,15.889929008919985
107741,81.66791355699974,0,966.3,966.3,,109.0,80.0,32.3,38.8,43.9,,6.873474345005262,0.0,78915.70487012884,11.27613553481022
110842,97.77706980554902,0,305.0,305.0,,30.0,28.0,30.9,38.2,42.7,,5.720311776607412,0.0,29822.00629069245,10.303001866092163
110903,147.22299087885114,0,259.0,259.0,,29.0,27.0,43.6,53.4,57.9,,5.556828061699537,0.0,38130.75463762244,10.548776443833905
110994,163.9673059115799,0,1200.0,1200.0,,114.0,122.0,35.8,43.8,48.3,,7.090076835776092,0.0,196760.76709389588,12.189743889528916
110129,186.98012294654015,0,435.0,435.0,,61.0,45.0,34.7,43.6,48.4,,6.075346031088684,0.0,81336.35348174497,11.306348347890092
110208,319.6744215448545,0,694.0,694.0,,82.0,91.0,31.5,39.1,43.9,,6.542471960506805,0.0,221854.04855212904,12.309775005692286
106625,232.6343174111935,0,58641.7,58641.7,,3895.0,3911.0,,,,,10.979201326590523,0.0,13642071.851331986,16.428669094103615
3633174,314.8709577352121,0,2255.0,2255.0,,98.0,493.0,,,,,7.720905251936779,0.0,710034.0096929033,13.473068148846203
108009,350.9767325632139,0,21511.9,23031.2,17713.5,1449.0,2021.0,,,,0.01,9.976361549369654,0.0,7550176.373226602,15.837081481644615
111068,256.67053997174787,0,496.0,496.0,,42.0,52.0,40.0,49.5,54.3,,6.206575926724928,0.0,127308.58782598695,11.7543692435897
110978,96.27302953552844,0,15469.0,15469.0,,930.0,1245.0,,,,,9.646593300236665,0.0,1489247.4938850894,14.213781512686154
111777,204.1922051760668,0,11223.7,11223.7,,706.0,828.0,,,,,9.325782892986027,0.0,2291792.053234621,14.64484462549078
2374877,113.10082775331828,0,12434.7,12434.7,,990.0,1009.0,,,,,9.42824623049413,0.0,1406374.862864187,14.156525932363236
109849,125.1517650025341,0,274.7,274.7,,18.0,25.0,36.4,44.6,49.1,,5.615679593101228,0.0,34379.18984619612,10.44520671397612
107625,84.48396372742458,0,1424.7,1424.7,,67.0,137.0,,,,,7.2617165442231855,0.0,120364.3031224618,11.698278282202446
109703,105.1624241571251,0,879.0,879.0,,73.0,90.0,40.4,49.4,56.9,,6.778784897685177,0.0,92437.77083411296,11.434290949364893
109678,8.108534047673794,37,1185.0,1185.0,,85.0,120.0,44.4,52.3,57.2,,7.077498053569231,4563.093622405729,9608.612846493446,9.170415146747857
109584,400.508048768769,0,933.0,933.0,,81.0,135.0,40.8,49.4,54.9,,6.838405200847344,0.0,373674.0095012615,12.83113906395474
437716,79.61925359722423,0,5627.0,5627.0,,700.0,558.0,37.7,44.8,49.6,,8.635331719433278,0.0,448017.53999158076,13.012587662397634
107160,375.646152782156,0,1246.0,1246.0,,152.0,145.0,50.7,57.3,61.4,,7.1276936993473985,0.0,468055.1063665663,13.056341316614466
20040861,90.71255080302284,0,458.0,458.0,,33.0,52.0,37.9,48.9,54.4,,6.126869184114185,0.0,41546.34826778446,10.63456490876263
109841,141.33146242098078,0,1107.0,1107.0,,86.0,105.0,42.5,51.9,58.0,,7.009408932708637,0.0,156453.92890002573,11.960516861597467
9635533,248.7092820866896,0,13198.0,13198.0,,867.0,1323.0,,,,,9.487820581943367,0.0,3282465.1049801293,15.004105254479622
107253,54.78743154153256,0,979.5,979.5,,82.0,97.0,,,,,6.887042237384596,0.0,53664.289194931145,10.890503053601616
107260,73.37343418732155,0,624.0,624.0,,35.0,74.0,36.8,44.7,49.7,,6.436150368369428,0.0,45785.02293288865,10.731712306423844
107106,128.96494521929338,0,23892.0,23892.0,,1620.0,1553.0,,,,,10.081298953852196,0.0,3081230.4711793577,14.94083957879909
107169,73.01434310084485,0,23073.3,23073.3,,1278.0,1698.0,,,,,10.046431383851012,0.0,1684681.8426687235,14.337087286533063
4336107,164.04278633575717,0,24080.7,24080.7,,1624.0,1645.0,,,,,10.089165968767682,0.0,3950265.124915468,15.189293254856606
107240,363.5856647085729,0,23545.7,23545.7,,1406.0,2041.0,,,,,10.066698492539391,0.0,8560878.985528644,15.962713428071467
437780,311.586697378041,0,3475.0,3475.0,,291.0,423.0,40.9,48.2,53.2,,8.153349757998892,0.0,1082763.7733886924,13.895027379742853
10179959,306.12944381368135,0,25313.0,25313.0,,2039.0,2211.0,,,,,10.139073376740225,0.0,7749054.611255716,15.863081408244252
109072,329.4873120881931,0,212.0,212.0,,23.0,24.0,34.8,47.1,52.4,,5.356586274672012,0.0,69851.31016269694,11.154124121312307
109008,68.2221096126895,0,1794.0,1794.0,,128.0,198.0,37.4,48.7,54.6,,7.492203042618741,0.0,122390.46464516495,11.714971742799973
108979,139.62385727434366,0,2493.0,2493.0,,239.0,331.0,44.2,52.6,57.9,,7.821242083523558,0.0,348082.27618493873,12.760194156631222
439559,306.328530136665,0,8729.7,8729.7,,619.0,647.0,41.2,47.9,52.6,,9.074486283982015,0.0,2674156.169534045,14.799144437905746
108946,173.69881287036972,0,27671.0,27671.0,,2512.0,2576.0,,,,,10.228140212351999,0.0,4806419.850936,15.38546305120823
3800927,106.5280475438233,0,54856.0,54856.0,,4691.0,4658.0,62.7,73.1,79.3,,10.9124668489642,0.0,5843702.576063971,15.580875156660253
107266,126.56282425865216,0,1095.0,1095.0,,106.0,111.0,35.6,44.5,49.8,,6.9985096422506015,0.0,138586.29256322412,11.839248461591849
107214,226.23782090528695,0,460.0,460.0,,34.0,53.0,39.4,48.9,54.4,,6.131226489483141,0.0,104069.397616432,11.5528132403614
108726,183.18262480492024,0,345.3,345.3,,20.0,33.0,35.6,44.2,49.5,,5.844413604395947,0.0,63252.96034513896,11.054897209370214
108555,97.31706990001712,0,443.7,443.7,,26.0,41.0,35.0,43.5,48.8,,6.095148658384864,0.0,43179.583914637595,10.673123067955618
108603,90.51573107811036,0,5166.0,5166.0,,546.0,435.0,47.6,54.6,61.3,,8.549853973655786,0.0,467604.2667495181,13.05537763332353
108582,96.2578210029674,0,5077.7,5077.7,,502.0,417.0,47.1,54.1,59.1,,8.532613682142113,0.0,488768.33770676755,13.09964390918251
439899,45.97904472394667,0,17567.3,17567.3,,1174.0,1920.0,,,,,9.773794498342376,0.0,807727.6723789884,13.601980241557863
439865,108.88929248744816,0,2402.0,2402.0,,94.0,211.0,36.1,43.9,48.6,,7.784057002639929,0.0,261552.0805548505,12.474388703478839
4720106,86.8486354396599,0,1492.0,1492.0,,186.0,104.0,38.9,46.4,49.9,,7.307872780763706,0.0,129578.16407597257,11.772039561636658
107613,56.12666513600845,0,22439.0,22439.0,,1293.0,1676.0,,,,,10.018555795363802,0.0,1259426.2389868936,14.046166809333714
108260,52.30828351128971,0,27034.0,27034.0,,1835.0,1918.0,67.1,76.2,95.6,,10.204850612043773,0.0,1414102.136444206,14.162005355110232
108256,85.8156545002601,0,1366.0,1366.0,,97.0,120.0,37.2,44.0,48.5,,7.2196420401307355,0.0,117224.18404735529,11.671843483365043
108255,378.80240795513527,0,292.0,292.0,,75.0,76.0,15.4,26.8,29.8,,5.676753802268282,0.0,110610.3031228995,11.613768520358141
108294,82.03561927892886,0,1345.5,1345.5,,164.0,117.0,40.3,49.2,54.4,,7.204520970166961,0.0,110378.92573979878,11.611674504565256
108532,161.22229259299087,0,397.7,397.7,,27.0,32.0,34.9,44.8,51.5,,5.985697952213645,0.0,64118.10576423247,11.068482064244577
439795,216.95998563374087,0,871.7,871.7,,58.0,75.0,37.8,46.1,51.2,,6.77044532801753,0.0,189124.01947693192,12.150158266553394
439901,118.70953363743972,0,961.7,961.7,,167.0,85.0,34.7,41.3,44.7,,6.868702551718436,0.0,114162.95849912579,11.645382167189183
439759,120.767298557978,0,116.0,116.0,,7.0,14.0,33.2,42.2,46.8,,4.7535901911063645,0.0,14009.006632725448,9.547455732657737
109716,107.61126927216463,0,35198.5,35198.5,,2349.0,2484.0,51.1,65.0,73.3,,10.468758747041838,0.0,3787755.2614762867,15.147284122298085
109686,48.92662115797173,0,13081.3,13081.3,,1072.0,1040.0,,,,,9.478939008451697,0.0,640023.8093537756,13.369260656759147
109729,285.8133715210281,0,1586.3,1586.3,,133.0,149.0,,,,,7.36915953941441,0.0,453385.75124380685,13.024498590103445
108362,96.67364764612726,0,1134.0,1134.0,,114.0,90.0,,,,,7.033506484287697,0.0,109627.91643070831,11.604847333021485
108418,131.1593028464014,0,1159.0,1159.0,,110.0,119.0,34.2,43.2,48.4,,7.055312843339752,0.0,152013.63199897922,11.931725480010837
108579,183.70380268662453,0,4323.0,4323.0,,392.0,425.0,42.5,49.6,54.4,,8.371704884667631,0.0,794151.5390142779,13.58502957720045
108606,63.954739097326865,0,4810.0,4810.0,,521.0,387.0,47.4,54.6,59.6,,8.478452363099807,0.0,307622.2950581422,12.636627994670196
108611,371.2538763636353,0,15469.3,15469.3,,1033.0,1120.0,,,,,9.646612693674573,0.0,5743037.589631983,15.5634988251205
14664408,157.80716569668272,0,9017.0,9017.0,,748.0,808.0,,,,,9.106866963499908,0.0,1422947.213086988,14.168240780872331
107072,108.8067874546379,0,5098.0,5098.0,,392.0,602.0,,,,,8.53660358493606,0.0,554697.002443744,13.226177302105421
14664635,71.57214652692653,0,5463.6,5697.4,4879.0,420.0,492.0,,,,,8.605863192128737,0.0,391041.5797645158,12.876569175422318
5343655,413.5160131237254,0,21658.3,21658.3,,1765.0,1859.0,50.7,57.8,62.8,,9.983144031786916,0.0,8956053.867037581,16.007840271313956
5222646,91.9781476987663,0,124.0,124.0,,10.0,10.0,27.0,33.6,37.3,,4.820281565605037,0.0,11405.290314647022,9.341832589427133
108950,100.64423727145034,0,435.0,435.0,,39.0,41.0,31.9,41.6,46.7,,6.075346031088684,0.0,43780.243213080896,10.686937926408177
108873,35.77527711939127,158,29414.0,29414.0,,1723.0,1758.0,48.9,59.4,66.1,,10.28922603046026,4416.457753009529,1052294.0011897748,13.866483102047232
108788,98.5332094246696,0,602.0,602.0,,55.0,62.0,36.0,43.3,47.1,,6.400257445308821,0.0,59316.9920736511,10.99065108818355
108783,99.04041968877762,0,1096.7,1096.7,,69.0,88.0,36.9,46.3,51.6,,7.000060949766163,0.0,108617.62827268241,11.595588996261904
108853,100.82342610197794,0,1412.7,1412.7,,101.0,145.0,36.9,44.2,48.9,,7.253258045917619,0.0,142433.25405426425,11.866628776359107
107057,96.90174210960228,0,1071.0,1071.0,,60.0,118.0,33.9,41.2,44.6,,6.976348070447749,0.0,103781.76579938404,11.550045567610127
108247,59.63473269378677,0,32207.9,33760.4,28326.5,2429.0,2930.0,62.3,69.0,74.5,,10.379967043056075,0.0,1920709.5071282152,14.468205210705348
5343631,43.15768765401552,0,24015.3,24015.3,,1849.0,2168.0,,,,,10.086446406213277,0.0,1036444.8163174789,13.851306969033008
106776,117.3318472025479,0,9887.0,9887.0,,952.0,939.0,57.3,66.6,72.2,,9.198976041897133,0.0,1160059.973291591,13.963982262859531
439352,107.46628828459671,0,1524.0,1524.0,,120.0,116.0,36.1,44.2,49.5,,7.329093736246592,0.0,163778.62334572538,12.006270937279789
439473,147.14021061047288,0,2095.3,2095.3,,195.0,171.0,36.7,43.6,48.2,,7.647452020195062,0.0,308302.88329212385,12.63883796605926
439609,146.89929912659915,0,9486.7,9486.7,,777.0,835.0,38.6,44.4,49.0,,9.157646096673004,0.0,1393589.5810243082,14.147393408749549
439610,151.1549075679341,0,3323.5,3323.5,,307.0,258.0,30.6,38.0,42.0,,8.108773723481637,0.0,502363.3353020289,13.127078912376742
439602,316.45053321685884,0,975.3,975.3,,73.0,88.0,39.2,47.8,52.6,,6.882745115977969,0.0,308634.2050464024,12.639912052193468
107097,184.7690173779809,0,23047.0,23047.0,,1483.0,1667.0,59.2,69.5,76.8,,10.045290888110491,0.0,4258371.543510326,15.264397378381368
3093106,126.65252724594794,0,774.0,774.0,,67.0,70.0,42.4,49.8,54.7,,6.651571873589727,0.0,98029.05608836371,11.493019204405616
106707,122.93433349417631,0,6749.7,6749.7,,524.0,797.0,,,,,8.817253338434448,0.0,829769.8707856418,13.628903677214295
106797,70.09710642178837,0,4050.0,4050.0,,217.0,437.0,,,,,8.306472160100585,0.0,283893.28100824286,12.556353675425957
108104,104.23159511970454,0,1277.0,1277.0,,81.0,105.0,39.2,47.4,53.2,,7.152268856032539,0.0,133103.74696786268,11.798884155511093
108153,94.21854778924808,0,509.0,509.0,,50.0,46.0,34.2,44.7,53.0,,6.2324480165505225,0.0,47957.24082472727,10.77806507672601
439314,147.10870650455877,0,1232.0,1232.0,,109.0,106.0,41.3,49.3,54.4,,7.116394144093465,0.0,181237.9264136164,12.107565957607791
10538953,153.9852466702106,0,2254.0,2254.0,,319.0,183.0,42.4,49.0,53.7,,7.720461694599722,0.0,347082.7459946547,12.757318491581369
440226,100.11971305573093,0,14229.0,14229.0,,1619.0,914.0,,,,,9.563037414545692,0.0,1424603.3970699953,14.169404015101671
440184,60.3554498870639,0,19070.7,19070.7,,1320.0,1282.0,54.3,66.9,72.5,,9.855908404790213,0.0,1151020.6781612295,13.956159652930333
107403,19.823367842278273,0,20747.0,20747.0,,1546.0,1791.0,59.0,68.4,74.2,,9.940156936893139,0.0,411275.4126237473,12.927018372766547
107307,83.55486061989056,13,21005.0,21005.0,,1654.0,1378.0,,,,,9.952515783603483,155.58640040272294,1755069.8473208013,14.378019213133333
107427,229.5002875616155,0,18487.7,18487.7,,1359.0,1475.0,,,,,9.824860925080891,0.0,4242932.466352879,15.260765207572495
107543,403.37284819026496,0,14945.3,14945.3,,1188.0,1303.0,,,,,9.612152148119778,0.0,6028528.228057967,15.612013463963303
106898,111.01948101887837,0,13774.0,13774.0,,873.0,1305.0,,,,,9.530538036104643,0.0,1529182.3315540305,14.240243726692414
108510,139.76094987494184,0,795.3,795.3,,67.0,80.0,39.9,48.9,54.1,,6.6787194019630896,0.0,111151.88343554124,11.618652864237903
108610,165.9104941961811,0,2733.7,2733.7,,467.0,171.0,,,,,7.913411281928882,0.0,453549.51798410027,13.024859733280095
439470,254.43522988753492,0,269.0,269.0,,95.0,40.0,27.5,39.0,46.2,,5.594711379601839,0.0,68443.0768397469,11.133757683742346
20042524,55.813246054009795,0,12297.3,12297.3,,1020.0,954.0,26.7,36.5,42.2,,9.417135005069058,0.0,686352.2306999746,13.439146230765548
109882,283.80908179872944,0,537.0,537.0,,47.0,26.0,41.4,51.3,58.0,,6.285998094508865,0.0,152405.4769259177,11.93429985942304
439971,162.5484768418735,0,875.7,875.7,,62.0,76.0,40.0,47.9,52.3,,6.775023566528179,0.0,142343.70117042863,11.865999842836612
440212,85.58719223276336,0,200.0,200.0,,38.0,16.0,41.6,51.4,57.8,,5.298317366548036,0.0,17117.43844655267,9.747853015052002
109351,200.78299512794737,0,2128.3,2128.3,,201.0,187.0,40.2,48.2,53.3,,7.663078817968758,0.0,427326.4485308104,12.96530351658251
109352,86.03910276038009,0,1252.7,1252.7,,122.0,113.0,,,,,7.133056500850146,0.0,107781.18402792815,11.587858377026777
108629,69.39000027574801,0,2352.0,2352.0,,178.0,265.0,,,,,7.763021309018518,0.0,163205.2806485593,12.002764077903862
108797,224.4772066864749,0,15662.3,15662.3,,990.0,1240.0,,,,,9.659011829769243,0.0,3515829.3542855754,15.07278600256092
109023,100.82922342899684,0,1742.7,1742.7,,112.0,173.0,22.7,29.4,33.6,,7.463190913666597,0.0,175715.0876697128,12.076619142256847
109104,100.5878764367784,0,1952.7,1952.7,,114.0,191.0,36.4,43.5,48.2,,7.5769683092464515,0.0,196417.94631809718,12.188000047092993
437465,93.06895873032572,0,507.0,507.0,,150.0,21.0,41.2,48.7,53.6,,6.2285110035911835,0.0,47185.96207627514,10.761851713699201
107055,321.33932199623484,0,10240.3,10240.3,,746.0,1081.0,52.8,59.4,65.0,,9.234086195039353,0.0,3290611.0590380435,15.006583837725868
109138,38.05927344608832,0,18294.9,18271.4,18353.5,1245.0,1421.0,58.9,66.1,72.0,,9.814377611464058,0.0,696290.6017688413,13.4535223834517
106671,146.8388888899631,0,6822.0,6822.0,,793.0,528.0,,,,,8.82790796297859,0.0,1001734.9000073283,13.817243954770936
106696,147.84111200809758,0,1295.0,1295.0,,135.0,116.0,35.7,43.7,48.1,,7.166265974133638,0.0,191454.24005048638,12.162404103698519
106633,622.2631976666149,0,661.0,661.0,,73.0,62.0,41.0,49.6,54.7,,6.493753839851686,0.0,411315.9736576325,12.927116990463242
108939,98.15193523160816,0,1526.7,1526.7,,105.0,156.0,38.8,47.4,52.7,,7.330863822262897,0.0,149848.55951809618,11.917380459873089
109038,96.89278600827237,0,952.5,952.5,,121.0,111.0,38.6,47.4,52.6,,6.859090107000856,0.0,92290.37867287944,11.432695175327154
109085,95.90027467123178,0,6776.0,6776.0,,449.0,640.0,43.7,49.8,54.6,,8.821142236331891,0.0,649820.2611722666,13.384451082359327
108917,167.58319417700625,0,854.3,854.3,,125.0,124.0,38.2,46.7,51.3,,6.750282420157573,0.0,143166.32278541644,11.871762329770958
437446,271.0993538957985,0,1193.3,1193.3,,157.0,116.0,46.9,54.9,61.9,,7.08447785737561,0.0,323502.85900385637,12.68696323060848
9668534,291.6623770064095,0,20841.4,21366.4,19529.0,1490.0,1415.0,,,,,9.944696672113809,0.0,6078652.264141383,15.62029356228856
106853,126.91704664209722,0,17071.8,17847.4,15779.0,1662.0,1222.0,,,,,9.745183258383877,0.0,2166702.4368645553,14.588716955383582
9638097,186.3057065096894,0,837.0,837.0,,67.0,92.0,42.2,53.5,62.0,,6.729824070489475,0.0,155937.87634861004,11.957212978383083
106895,70.27055693260814,0,2989.3,2989.3,,251.0,250.0,43.3,49.9,54.9,,8.002794525263464,0.0,210059.77583864555,12.25514741604607
108556,116.65563805714127,0,22549.3,24914.4,16636.5,2094.0,2317.0,,,,,10.023459302320404,0.0,2630502.9792418955,14.782685632728635
108719,173.49790180470265,0,18317.7,19912.8,14330.0,1680.0,1590.0,,,,,9.815623084495053,0.0,3178082.515888002,14.971788590464188
440296,213.74329426743807,0,16948.0,16948.0,,998.0,1137.0,55.5,67.3,72.7,,9.73790511174645,0.0,3622521.3512445404,15.10268084722297
107365,168.65420019691564,0,12170.0,12170.0,,854.0,1211.0,58.1,66.4,70.0,,9.406729185981574,0.0,2052521.6163964632,14.534579651993317
439953,83.66471750055554,0,17312.3,17312.3,,2111.0,1212.0,,,,,9.759172510516395,0.0,1448428.6887848675,14.185989863902586
109627,139.11591521333588,0,19285.3,19574.6,18562.0,1232.0,1407.0,53.1,62.7,68.0,,9.867098426653042,0.0,2682892.1596637466,14.80240593466174
109783,307.3754230313688,0,931.0,931.0,,82.0,88.0,,,,,6.836259277277067,0.0,286166.51884220436,12.564329154083705
109758,164.06564630070355,0,408.0,408.0,,31.0,55.0,37.6,47.8,52.6,,6.0112671744041615,0.0,66938.78369068705,11.111533804458126
109815,126.75960304887364,0,320.5,320.5,,35.0,32.0,38.9,48.3,54.3,,5.7698822763607245,0.0,40626.452777164006,10.612174679661294
440722,99.60446824147392,0,4241.5,4241.5,,516.0,353.0,42.3,49.9,56.6,,8.35267225924779,0.0,422472.35204621166,12.953879284694267
440720,84.90695620635994,0,3552.0,3552.0,,434.0,311.0,44.6,51.6,54.8,,8.17526610411206,0.0,301589.5084449905,12.616822128187904
4684710,108.82576742918329,0,16693.7,16693.7,,996.0,1442.0,,,,,9.722786681720876,0.0,1816704.7137325571,14.41253482109103
108956,80.29593650975978,0,1033.0,1033.0,,60.0,84.0,,,,,6.940222469119639,0.0,82945.70241458186,11.325941484928421
108036,108.79929911285257,0,1641.0,1641.0,,134.0,168.0,,,,,7.403061091090091,0.0,178539.64984419107,12.092565983513726
108027,187.65518559336897,0,15554.7,15554.7,,856.0,1609.0,,,,,9.652118122742667,0.0,2918920.1153491763,14.88672428233233
107980,123.2994804963916,0,2483.7,2483.7,,197.0,253.0,,,,,7.81750466281287,0.0,306238.91970888776,12.632120859644134
109706,97.08157781478782,0,314.3,314.3,,20.0,28.0,36.6,46.2,51.4,,5.750347943803522,0.0,30512.739907187814,10.32589957725737
109557,162.19338728822044,0,532.7,532.7,,39.0,48.0,37.6,44.8,49.3,,6.277958413922954,0.0,86400.41740843504,11.366747785896623
437381,352.0164256401433,0,1712.0,1712.0,,213.0,163.0,45.2,54.1,59.6,,7.445417556701687,0.0,602652.1206959253,13.309095394961473
9393031,106.68033213045416,0,899.3,899.3,,113.0,86.0,,,,,6.80161668292047,0.0,95937.62268491743,11.471453495563278
14663902,261.681149456242,0,14765.7,15405.2,13167.0,1464.0,1326.0,,,,,9.600062202468388,0.0,3863905.3485260326,15.167188978291444
109062,203.1464774699491,0,771.0,771.0,,62.0,64.0,,,,,6.647688373563329,0.0,156625.93412933077,11.961615656294429
106883,89.79112945122019,0,1056.0,1056.0,,145.0,102.0,39.9,49.8,56.6,,6.962243464266207,0.0,94819.43270048851,11.459729653528367
107046,76.34015538063076,0,795.3,795.3,,154.0,49.0,,,,,6.6787194019630896,0.0,60713.32557421564,11.013918484654454
109176,53.08749908552107,0,15310.0,15310.0,,935.0,1192.0,,,,,9.63626148865173,0.0,812769.6109993275,13.608202967065239
106923,102.3769488242326,0,13618.0,13618.0,,890.0,1309.0,,,,,9.519147726042911,0.0,1394169.2890883996,14.147809304169101
108696,98.65577362614492,0,968.3,968.3,,59.0,80.0,38.4,47.7,54.0,,6.875541956617486,0.0,95528.38560219613,11.467178713740918
108607,214.10392465379027,0,377.0,377.0,,32.0,34.0,34.7,43.7,49.3,,5.932245187448011,0.0,80717.17959447893,11.298706713813472
11467035,245.120284339694,0,2369.7,2369.7,,302.0,261.0,38.3,44.6,49.2,,7.770518643838483,0.0,580861.5377997728,13.272267690392052
14663905,361.6122178270461,0,6663.7,7696.8,4081.0,497.0,1168.0,,,,,8.804430164826135,0.0,2409675.335934087,14.69500258101186
108709,97.03184423337927,0,3083.0,3083.0,,282.0,274.0,,,,,8.03365842788615,0.0,299149.1757715083,12.608697643579578
108768,97.50951900744822,0,4949.3,4949.3,,376.0,375.0,30.4,34.2,36.6,,8.507001431421399,0.0,482603.8624235635,13.086951435505243
108741,129.9496706619028,0,3994.7,3994.7,,244.0,327.0,42.9,50.0,55.0,,8.292723761513356,0.0,519109.949393103,13.159870988252916
14197857,50.66432332935658,0,852.3,852.3,,37.0,117.0,,,,,6.747938577528252,0.0,43181.20277361061,10.673160558558362
14198001,111.66202758059924,0,1414.3,1414.3,,164.0,150.0,38.7,47.7,53.1,,7.254389988026454,0.0,157923.6056072415,11.969866686266098
108385,101.11585697757428,0,15685.7,16776.8,12958.0,1567.0,1386.0,,,,,9.660504748255027,0.0,1586072.997793137,14.276771706469034
108279,51.68759631231886,0,19254.0,21208.4,14368.0,1457.0,2336.0,,,,,9.865474110337912,0.0,995192.9793973874,13.81069194647813
7471766,193.9517962135108,0,9860.5,9860.5,,601.0,811.0,58.2,67.4,72.9,,9.196292156250124,0.0,1912461.6865633233,14.463901811312658
4570662,197.5724063616331,0,15729.3,15729.3,,1665.0,1350.0,,,,,9.663280494108534,0.0,3107675.6513840356,14.949385625752322
107326,48.38154299378333,0,2274.3,2274.3,,220.0,249.0,38.3,44.1,48.4,,7.729427591730368,0.0,110034.14323076143,11.608545989619532
107060,70.15548196184206,0,3477.0,3477.0,,334.0,293.0,,,,,8.153925132007862,0.0,243930.61078132482,12.404639081787346
107051,99.41589740109733,0,3100.0,3100.0,,353.0,276.0,41.9,49.4,54.5,,8.039157390473237,0.0,308189.28194340173,12.638469424960398
108830,95.98230381111466,0,4618.0,4618.0,,421.0,395.0,47.2,54.3,59.2,,8.43771698991444,0.0,443246.2789997275,13.001880829089549
108918,97.14066403228917,0,5333.3,5333.3,,426.0,430.0,,,,,8.581725462534278,0.0,518080.3034834078,13.157885535256073
439992,56.97419720999679,0,12467.3,12467.3,,780.0,1430.0,,,,,9.430864495583165,0.0,710314.4088761929,13.473462980400583
107084,197.53339794807437,0,13914.0,13914.0,,1294.0,1142.0,,,,,9.540650806483587,0.0,2748479.699049507,14.826558480062927
106651,212.78194369631169,0,35454.0,35454.0,,2340.0,2610.0,,,,,10.47599136057373,0.0,7543971.031809035,15.836259263389998
5479011,111.38515629589668,0,12527.7,12527.7,,1273.0,946.0,,,,,9.435697471583712,0.0,1395399.822528105,14.148691543303737
107979,148.7997223384713,0,16247.3,16247.3,,1664.0,1101.0,,,,,9.69568202010665,0.0,2417593.7287498447,14.698283276499003
107941,180.93229404624597,0,16357.7,16357.7,,894.0,1624.0,,,,,9.702454013476421,0.0,2959636.186320278,14.900576908719254
109583,97.05566001733436,0,943.0,943.0,,60.0,97.0,34.4,39.8,44.4,,6.849066282633458,0.0,91523.4873963463,11.424350911179882
109610,92.33889202212768,0,964.0,964.0,,69.0,97.0,35.6,43.9,48.9,,6.871091294610546,0.0,89014.69190933109,11.396556712723397
440428,374.6362186982776,0,4394.0,4394.0,,260.0,224.0,,,,,8.387995252944556,0.0,1646151.5449602318,14.313950724608212
440284,103.10544390026745,0,2123.3,2705.0,1832.5,343.0,286.0,34.3,49.3,54.3,,7.660726761187748,0.0,218923.78903343788,12.296478952953123
108076,176.73297098261057,0,607.0,607.0,,54.0,60.0,32.0,38.9,43.5,,6.408528791059498,0.0,107276.91338644462,11.58316874597607
109616,52.58784235817174,0,19367.7,19367.7,,1853.0,1238.0,,,,,9.871362009030769,0.0,1018505.5544403628,13.83384696818382
109685,317.80872164459174,0,36836.7,36836.7,,2537.0,2930.0,,,,,10.514249909809793,0.0,11707024.536605332,16.275699607351417
108949,201.84638023964743,0,440.0,440.0,,31.0,36.0,33.6,42.2,44.9,,6.0867747269123065,0.0,88812.40730544487,11.394281641128227
