route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
100,1,50089544,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196780,1100987,1,1
100,1,50089543,North - 100B Flemingdon Park towards Don Valley Station via Linkwood,B,1,2196777,1100986,1,1
100,1,50089542,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196772,1100987,1,1
100,1,50089541,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196789,1100987,1,1
100,1,50089540,North - 100B Flemingdon Park towards Don Valley Station via Linkwood,B,1,2196771,1100986,1,1
100,1,50089539,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196779,1100987,1,1
100,1,50089538,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196776,1100987,1,1
100,1,50089537,North - 100B Flemingdon Park towards Don Valley Station via Linkwood,B,1,2196778,1100986,1,1
100,1,50089536,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196785,1100987,1,1
100,1,50089535,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196784,1100987,1,1
100,1,50089534,North - 100B Flemingdon Park towards Don Valley Station via Linkwood,B,1,2196783,1100986,1,1
100,1,50089533,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196774,1100987,1,1
100,1,50089532,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196773,1100987,1,1
100,1,50089531,North - 100B Flemingdon Park towards Don Valley Station via Linkwood,B,1,2196782,1100986,1,1
100,1,50089530,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196781,1100987,1,1
100,1,50089529,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196777,1100987,1,1
100,1,50089528,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196772,1100987,1,1
100,1,50089527,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196771,1100987,1,1
100,1,50089526,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196776,1100987,1,1
100,1,50089525,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196785,1100987,1,1
100,1,50089524,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196784,1100987,1,1
100,1,50089523,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196774,1100987,1,1
100,1,50089522,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196773,1100987,1,1
100,1,50089521,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196781,1100987,1,1
100,1,50089520,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196777,1100987,1,1
100,1,50089519,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196772,1100987,1,1
100,1,50089518,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196771,1100987,1,1
100,1,50089517,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196776,1100987,1,1
100,1,50089516,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196785,1100987,1,1
100,1,50089515,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196784,1100987,1,1
100,1,50089514,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196774,1100987,1,1
100,1,50089513,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196773,1100987,1,1
100,1,50089512,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196781,1100987,1,1
100,1,50089511,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196777,1100987,1,1
100,1,50089510,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196772,1100987,1,1
100,1,50089509,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196771,1100987,1,1
100,1,50089508,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196776,1100987,1,1
100,1,50089507,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196785,1100987,1,1
100,1,50089506,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196784,1100987,1,1
100,1,50089505,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196774,1100987,1,1
100,1,50089504,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196773,1100987,1,1
100,1,50089503,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196781,1100987,1,1
100,1,50089502,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196777,1100987,1,1
100,1,50089501,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196772,1100987,1,1
100,1,50089500,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196771,1100987,1,1
100,1,50089499,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196776,1100987,1,1
100,1,50089498,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196785,1100987,1,1
100,1,50089497,North - 100A Flemingdon Park towards Don Valley Station,A,1,2196784,1100987,1,1
